sentence_idx,original,para_jaccard_all,synt_jaccard_all,para_jaccard_content,synt_jaccard_content
212,"He asked, still sounding utterly disinterested.",0.08172161172161171,0.12212121212121212,0.04111111111111111,0.14166666666666666
213,"He could be cruel, domineering, arrogant.",0.06331961124530786,0.02727272727272727,0.05381313131313131,0.0125
214,He could not say a word.,0.07818181818181817,0.35,0.05333333333333333,0.18666666666666668
215,He could smell the cooking meat.,0.12100233100233102,0.2266666666666667,0.05535714285714286,0.14285714285714285
216,He don't look nothing like Ricky.,0.10181318681318681,0.3666666666666667,0.13253968253968254,0.42857142857142855
217,He encouraged hostility and eventually war.,0.08536953242835596,0.14787878787878786,0.06039682539682541,0.04285714285714286
218,He felt his stomach for blood.,0.21723828802776168,0.1636363636363636,0.047619047619047616,0.0
219,He felt more embarrassed than frightened.,0.1351848151848152,0.19545454545454546,0.016666666666666666,0.016666666666666666
220,He felt silently and secretly fulfilled.,0.06544122544122544,0.08863636363636365,0.039285714285714285,0.0
221,He finally hit the ball back.,0.17485994397759103,0.13454545454545455,0.09940476190476191,0.0375
222,He gave me a great deal.,0.17157009657009656,0.08818181818181818,0.0,0.0
223,He glanced wistfully out the window..,0.14003911263502059,0.09090909090909091,0.03333333333333333,0.0
224,He had partners and an assistant.,0.14654267301326124,0.20606060606060606,0.04,0.0
225,He handed her the leather bag.,0.3606060606060606,0.1745454545454545,0.24666666666666667,0.02
226,He has had a distinguished career.,0.11216283716283718,0.1915151515151515,0.0,0.0
227,He held out a duffel bag.,0.22695027195027193,0.11272727272727272,0.14102564102564102,0.0
228,He inspected it with obvious satisfaction.,0.14034965034965036,0.20242424242424245,0.04345238095238095,0.0
229,He is quite sick and weak.,0.09249250749250748,0.3133333333333333,0.02857142857142857,0.17333333333333334
230,He joins us now from Phoenix.,0.2607448107448107,0.15606060606060607,0.30714285714285716,0.03666666666666667
231,He just laughs when we weep.,0.14594017094017092,0.30666666666666664,0.025,0.0
232,He looked annoyed at being disturbed.,0.04059274059274059,0.21333333333333332,0.0,0.016666666666666666
233,He might need the knife again.,0.19915917415917414,0.25333333333333335,0.15107142857142858,0.18619047619047618
234,He must pray to be spared.,0.16838522588522592,0.38333333333333336,0.048763736263736264,0.2
235,He only doubted his own abilities.,0.22509026061657642,0.04727272727272727,0.0,0.0
236,He pointed at the smaller circle.,0.15764790764790765,0.14787878787878786,0.05,0.016666666666666666
237,He pulled up on the knob.,0.19632034632034628,0.11000000000000001,0.057499999999999996,0.0
238,He put the car in gear.,0.1933100233100233,0.12363636363636363,0.07666666666666666,0.0
239,He remained thoughtful for a moment.,0.2326082251082251,0.02909090909090909,0.09047619047619047,0.03333333333333333
240,He seemed extremely pleased with himself.,0.04345238095238095,0.06072261072261072,0.0,0.02857142857142857
241,He seemed quite unconcerned and relaxed.,0.10053284134166487,0.08484848484848487,0.025,0.0
242,He sneered contemptuously at the Daimons.,0.16052364302364303,0.2,0.0863095238095238,0.0
243,"He spoke baldly, with no pride.",0.17591014377779085,0.23454545454545453,0.21095238095238095,0.016666666666666666
244,He stopped at the bedroom door.,0.1911436602613073,0.13454545454545452,0.05428571428571429,0.0
245,He told her the truth unabashedly.,0.15963001867413631,0.14787878787878786,0.0125,0.02
246,He took another sip of beer.,0.14791666666666664,0.21151515151515152,0.05178571428571428,0.13214285714285715
247,He treated them like puppy dogs.,0.10564425770308124,0.14545454545454545,0.04861111111111111,0.1375
248,He truly was a skilled marksman.,0.24119713619713617,0.09878787878787879,0.030952380952380953,0.016666666666666666
249,He turned to leave then stopped.,0.11322344322344322,0.19272727272727272,0.016666666666666666,0.0
250,He understood the science behind it.,0.24584415584415584,0.25333333333333335,0.20428571428571426,0.05
251,He wanted to investigate the victim.,0.24038961038961038,0.21333333333333332,0.03666666666666667,0.0
252,He was a United States Senator!,0.2240355477855478,0.21303030303030304,0.1964285714285714,0.0
253,He was a tall muscular man.,0.16576923076923075,0.2290909090909091,0.0,0.0
254,He was bleeding from the stomach.,0.12414585414585413,0.3533333333333334,0.03666666666666667,0.0
255,He was cruel and scary and-,0.14615051615051616,0.23333333333333334,0.02,0.0
256,"He was happy, upbeat and friendly.",0.1478904428904429,0.16363636363636364,0.0125,0.0
257,"He was too skinny, almost skeletal.",0.09217707730865625,0.30333333333333334,0.06468253968253967,0.17
258,He was underground in a cave.,0.2013752913752914,0.3566666666666667,0.04,0.0
259,He was very patient and sure-footed.,0.11036630036630035,0.1806060606060606,0.0,0.0
260,He'd come because he had news.,0.09813353313353312,0.26000000000000006,0.03666666666666667,0.04
261,"He's been frantic, the woman explained.",0.17472985347985345,0.21333333333333332,0.14226190476190476,0.014285714285714285
262,He's going to be more powerful.,0.025324675324675326,0.5428571428571429,0.0,0.27999999999999997
263,He's in the quantum physics department.,0.28939393939393937,0.13454545454545452,0.37,0.039285714285714285
264,He's taught me that by example.,0.13805486180486182,0.24000000000000005,0.03666666666666667,0.056666666666666664
265,He's too badly damaged and malnourished.,0.10045787545787546,0.24833333333333338,0.03222222222222222,0.060119047619047614
266,Headed into the town's only bar.,0.13102669389434093,0.11272727272727272,0.055311355311355316,0.0
267,Heavy fabric stretched on steel frames.,0.09732559107559109,0.09090909090909091,0.13417027417027416,0.0
268,Her answer was difficult to grasp.,0.16305194805194806,0.21333333333333332,0.014285714285714285,0.0
269,Her dreams remain vague and inconclusive.,0.1552281052281052,0.14545454545454545,0.025,0.07142857142857142
270,Her energy level was too low.,0.09925074925074925,0.11272727272727275,0.0,0.0
271,Her feathery blond hair hung limp.,0.11262570762570763,0.01818181818181818,0.05166666666666666,0.01111111111111111
272,Her life was a horror film.,0.19304195804195803,0.22888888888888886,0.014285714285714285,0.0
273,Her only plan was to delay.,0.15068043068043066,0.21333333333333332,0.016666666666666666,0.0
274,Her safety is of utmost importance.,0.12323676323676322,0.22121212121212125,0.0,0.02
275,Her wisdom and foresight is evident.,0.24500000000000002,0.22666666666666666,0.03333333333333333,0.0
276,Her wrist supported many gold bangles.,0.1911991517254675,0.01818181818181818,0.16605283605283608,0.0
277,Here are details from the auction:,0.21545454545454543,0.5,0.1025,0.0
278,Here is more on these platforms.,0.13576923076923078,0.2346969696969697,0.05833333333333333,0.025
279,"Here it comes, the unknown DNA.",0.1118048618048618,0.20484848484848484,0.030952380952380953,0.0
280,Here turn around and face me.,0.13865115276879983,0.09909090909090909,0.09523809523809523,0.0
281,Hey kido u made me smile.,0.03102564102564102,0.2666666666666667,0.0365079365079365,0.18055555555555555
282,His catch: three top phone reps.,0.11356976356976359,0.04,0.11441770647653002,0.025
283,"His cell was functional, if unoriginal.",0.09127268298623796,0.21333333333333332,0.0125,0.0
284,His demeanor was cynical and angry.,0.08518481518481519,0.21333333333333332,0.0,0.0
285,His hand descended towards the king.,0.19348805992768842,0.11727272727272728,0.06666666666666667,0.0
286,His knee pressed on my neck.,0.20764568764568767,0.32333333333333336,0.07666666666666667,0.08
287,His leg is too badly damaged.,0.12576590076590075,0.32333333333333336,0.04242424242424242,0.16
288,His lungs were filling with blood.,0.18703296703296704,0.18303030303030302,0.16678571428571426,0.0
289,His mental anxiety had no outlet.,0.13559940059940062,0.10181818181818184,0.025,0.0
290,His mind sought a rational explanation.,0.14324841824841825,0.10181818181818181,0.02777777777777778,0.0
291,His organization did some fantastic work.,0.07236263736263734,0.01818181818181818,0.008333333333333333,0.0
292,His pants were clean white jeans.,0.171002331002331,0.05454545454545454,0.14722222222222223,0.0
293,His parents are from Hong Kong.,0.33947052947052947,0.24833333333333335,0.4058333333333334,0.0
294,His preference for basketball over golf.,0.19331834831834832,0.24000000000000005,0.34380952380952384,0.02
295,His skin was waxy and grey.,0.19805361305361308,0.21333333333333332,0.1138095238095238,0.0
296,His sorrow gave way to anger.,0.12317682317682317,0.36666666666666664,0.10178571428571428,0.33333333333333337
297,His soul sang with the music.,0.16254911754911755,0.23111111111111113,0.016666666666666666,0.0
298,His stomach pains worsened with time.,0.10173552754435107,0.10181818181818184,0.05159090909090909,0.0
299,His tea was black but sweetened.,0.16185148185148188,0.21333333333333332,0.1392857142857143,0.0
300,"Honest answer is, I'm not sure.",0.0491025641025641,0.33333333333333337,0.026785714285714284,0.14285714285714285
301,Hope is indeed a wonderful thing.,0.09157444005270092,0.2,0.04345238095238095,0.0
