text,start,end
ارتباكه,105.26,105.94
قدم,106.06,106.34
قطعة,106.34,106.78
كبيرة,106.78,107.2
من,107.2,107.38
فنجان,107.38,107.78
الشاي,107.78,108.05
بدلا,108.05,108.34
من,108.34,108.46
الخبز,108.46,108.82
والزبدة,108.82,109.4
وفي,111.34,111.62
هذه,111.62,111.86
اللحظة,111.86,112.38
بالذات,112.38,112.92
راود,113.06,113.4
اليس,113.4,113.68
شعورا,113.68,114.0
غريبا,114.0,114.48
جدا,114.48,114.72
اصابها,114.74,115.2
بحيلة,115.2,115.66
شديدة,115.66,116.12
الى,116.5,116.52
ان,116.52,116.58
فهمت,116.58,116.94
ما,116.94,117.08
هو,117.08,117.3
اذ,118.5,118.52
بدأت,118.52,118.54
تنمو,118.54,118.56
اكثر,118.56,118.84
مجددا,118.84,119.36
ففكرت,120.5,120.52
في,120.52,120.54
بداية,120.54,120.68
الامر,120.68,121.0
انها,121.0,121.32
ستنهض,121.32,121.9
وتغادر,121.9,122.4
قاعة,122.4,122.72
المحكمة,122.72,123.28
لكن,123.66,123.92
عندما,123.92,124.3
عادت,124.3,124.66
التفكير,124.66,125.28
قررت,125.74,126.12
ان,126.12,126.26
تبقى,126.26,126.58
حيثما,126.58,126.98
هي,126.98,127.2
طالما,127.52,127.84
ان,127.84,128.0
الغرفة,128.0,128.4
كانت,128.4,128.64
مناسبة,128.64,129.24
لها,129.24,129.48
قال,130.2,130.46
الزغبة,130.46,130.82
الذي,130.82,131.06
كان,131.06,131.32
جالسا,131.32,131.76
بالقرب,131.76,132.14
منها,132.14,132.51
لا,132.51,132.98
تحشريني,132.98,133.56
هكذا,133.56,133.98
اكاد,134.5,134.68
اعجز,134.68,135.04
عن,135.04,135.2
التنفذ,135.2,135.9
قالت,136.5,136.7
اليس,136.7,136.92
بخنوع,136.92,137.28
شديد,137.28,137.78
لا,138.5,138.52
استطيع,138.52,138.56
ان,138.56,138.7
اقاوم,138.7,139.06
ذلك,139.06,139.5
قال,141.0,141.16
الزغبة,141.16,141.66
ليس,142.5,142.52
لديك,142.52,142.6
الحق,142.6,142.88
في,142.88,143.08
ان,143.08,143.3
تنمي,143.3,143.66
هنا,143.66,143.9
قالت,145.66,146.02
اليس,146.02,146.28
بجرأة,146.28,146.72
اكبر,146.72,147.12
لا,147.5,147.66
تنطق,147.66,148.02
بالسخافات,148.02,148.76
انت,148.84,149.12
تعلم,149.12,149.42
انك,149.42,149.68
تنمو,149.68,150.06
ايضا,150.06,150.44
قال,150.78,151.02
الزغبة,151.02,151.4
نعم,151.4,151.68
لكنني,151.68,152.24
انمو,152.24,152.64
بدرجة,152.64,153.12
معقولة,153.12,153.48
وليس,154.04,154.38
بهذه,154.38,154.8
الطريقة,154.8,155.22
السخيفة,155.22,155.48
ثم,156.28,156.52
نهض,156.52,156.88
عابسا,156.88,157.38
جدا,157.38,157.48
وعبر,157.6,158.0
الى,158.0,158.26
الجانب,158.26,158.62
الاخر,158.62,159.0
من,159.0,159.14
قاعة,159.14,159.42
المحكمة,159.42,159.48
اثناء,160.68,161.1
ذلك,161.1,161.4
كله,161.4,161.48
لم,162.08,162.26
تكف,162.26,162.64
الملكة,162.64,163.1
عن,163.1,163.26
التحضيق,163.26,163.88
الى,163.88,164.06
صانع,164.06,164.36
القبعات,164.36,164.98
وما,165.24,165.52
ان,165.52,165.66
عبر,165.66,165.9
الزغبة,165.9,166.28
قاعة,166.28,166.62
المحكمة,166.62,167.2
حتى,167.4,167.68
قالت,167.68,168.02
لاحدة,168.02,168.36
الضباط,168.36,168.76
المحكمة,168.76,169.32
اتني,169.62,170.0
بلاقحة,170.0,170.64
المنشدين,170.64,171.21
في,171.21,171.38
الحفل,171.38,171.74
الغنائي,171.74,172.2
الاخير,172.2,172.68
فارتعد,173.06,173.52
صانع,173.52,173.88
القبعات,173.88,174.48
التعيس,174.48,174.9
اذا,174.9,175.12
اذارك,175.12,175.48
بحيث,175.86,176.26
انه,176.26,176.58
خلعت,176.58,176.96
حذاءه,176.96,177.48
قال,178.42,178.68
الملك,178.68,179.0
مرة,179.0,179.28
ثانية,179.28,179.48
ادلي,180.24,180.56
بشهادتك,180.56,181.32
والا,181.34,181.74
امرت,181.74,182.08
باعدامك,182.08,182.76
ان,182.92,183.14
كنت,183.14,183.34
متوترا,183.34,183.96
ام,183.96,184.2
لا,184.2,184.4
بدأ,186.92,187.22
صانع,187.22,187.54
القبعات,187.54,188.06
يغوي,188.06,188.3
بصوت,188.3,188.62
مرتعش,188.62,189.18
انا,189.42,189.62
رجل,189.62,189.98
مسكين,189.98,190.42
يا,190.42,190.56
صاحب,190.56,190.92
الجلالة,190.92,191.48
ولم,191.78,192.02
اكد,192.02,192.32
ابدأ,192.32,192.78
في,192.82,193.06
تناول,193.06,193.46
الشاي,193.46,193.94
وذلك,194.5,194.94
منذ,194.94,195.22
اسبوع,195.22,195.62
او,195.62,195.82
ما,195.82,195.92
شابه,195.92,196.38
وماذا,197.0,197.4
يهم,197.4,197.62
لو,197.62,197.8
يصبح,197.8,198.14
الخبز,198.14,198.48
والزبدة,198.48,199.0
رقيقين,199.0,199.48
شدا,199.48,199.5
وتحريك,200.64,201.14
الشاي,201.14,201.48
قال,202.28,202.54
الملك,202.54,202.82
تحريك,202.82,203.22
ماذا,203.22,203.48
فاجاب,204.14,204.58
صانع,204.58,204.88
القبعات,204.88,205.48
بدأ,206.72,207.12
ذلك,207.12,207.48
بالشاي,207.48,207.5
فقال,208.48,208.94
الملك,208.94,209.26
بحده,209.26,209.48
طبعا,210.26,210.76
كلمة,210.76,211.36
تحريك,211.36,211.48
تبدأ,211.78,212.16
بحرف,212.16,212.44
التاء,212.44,212.84
مثل,213.08,213.3
الشاي,213.3,213.72
بالانجليزية,213.72,214.72
هل,215.08,215.32
تحسب,215.32,215.6
اني,215.6,215.82
غبيا,215.82,216.28
تابع,216.5,216.96
فتابع,218.5,218.52
صانع,218.52,218.54
القبعات,218.54,219.0
يقول,219.0,219.34
انا,220.5,220.52
رجل,220.52,220.54
مسكين,220.54,220.84
وكل,220.84,221.42
شيء,221.42,221.76
انا,221.76,221.84
اخذه,221.84,222.24
يمض,222.24,222.82
ويتحرك,222.82,223.36
بعد,223.36,223.48
ذلك,223.48,223.5
وارنب,224.44,224.84
مارس,224.84,225.06
الوحشي,225.06,225.48
قال,225.48,225.5
فقط,226.52,227.0
قاطع,228.62,229.04
ارنب,229.04,229.28
مارس,229.28,229.48
الوحشي,229.48,229.5
بساعة,229.5,229.52
كبيرة,229.52,229.54
لم,230.98,231.16
اقل,231.16,231.48
شيئا,231.48,231.5
قال,232.2,232.4
صانع,232.4,232.76
القبعات,232.76,233.21
بل,233.21,233.44
فعلت,233.44,233.94
قال,234.5,234.56
ارنب,234.56,234.84
مارس,234.84,235.08
الوحشي,235.08,235.48
انا,235.48,235.72
انكر,235.72,236.06
ذلك,236.06,236.5
قال,236.78,237.04
الملك,237.04,237.32
انه,237.32,237.64
ينكر,237.64,238.04
ذلك,238.04,238.48
اترك,238.92,239.78
هذا,239.78,240.0
الجزء,240.0,240.48
حسنا,242.32,242.76
في,242.96,243.12
اي,243.12,243.4
حال,243.4,243.72
قال,243.72,243.92
الزغبة,243.92,244.38
تابع,244.82,245.16
صانع,245.16,245.5
القبعات,245.5,246.1
يقول,246.1,246.34
وهو,246.5,246.62
ينضرح,246.62,247.04
له,247.04,247.24
بقلق,247.24,247.74
لراء,247.74,248.16
كان,248.16,248.44
الزغبة,248.44,248.85
يسينكر,248.85,249.36
ذلك,249.36,249.7
ايضا,249.7,250.42
لكن,250.78,251.06
الزغبة,251.06,251.5
لم,251.5,251.66
ينكر,251.66,252.0
شيئا,252.0,252.38
وانا,253.0,253.02
مستغرقا,253.02,253.5
في,253.5,253.6
النوم,253.6,253.9
ثم,255.02,255.24
تابع,255.24,255.62
صانع,255.62,255.96
القبعات,255.96,256.42
يقول,256.42,256.72
بعد,256.72,257.02
ذلك,257.02,257.4
قطعت,257.4,257.78
المزيد,257.78,258.18
من,258.18,258.32
الخبز,258.32,258.68
والزبدة,258.68,259.2
الا,259.62,259.88
ان,259.88,260.12
احد,260.12,260.38
المحلفين,260.38,261.02
سأل,261.02,261.4
لكن,262.08,262.36
ما,262.36,262.58
الذي,262.58,262.78
قاله,262.78,263.18
الزغبة,263.18,263.48
قال,264.08,264.3
صانع,264.3,264.72
القبعات,264.72,265.34
هذا,265.62,265.86
ما,265.86,266.06
لا,266.06,266.22
اتذكره,266.22,266.94
فاشال,268.64,269.06
الملك,269.06,269.4
بالقول,269.4,269.48
عليك,269.9,270.3
ان,270.3,270.4
تتذكر,270.4,271.04
وان,271.18,271.42
لا,271.42,271.5
امرته,271.5,271.88
باعدامك,271.88,272.52
اسقط,274.82,275.18
صانع,275.18,275.64
القبعات,275.64,276.28
فنجان,276.28,276.72
الشاي,276.72,277.14
والخبز,277.14,277.66
والزبدة,277.66,278.26
ثم,278.56,278.84
خر,278.84,279.14
راكعا,279.14,279.74
على,279.74,279.92
ركبة,279.92,280.32
واحدة,280.32,280.86
وبدأ,281.0,281.22
يقول,281.22,281.7
انا,281.7,282.38
رجل,282.38,282.72
مسكين,282.72,283.2
يا,283.2,283.32
صاحب,283.32,283.48
الجلالة,283.48,283.5
قال,285.02,285.28
الملك,285.28,285.72
انت,285.72,286.14
متحدث,286.14,286.76
سيئ,286.76,287.26
جدا,287.26,287.48
