text,start,end
앉은,132.78,133.06
겨울,133.06,133.36
잠지가,133.36,133.72
투덜댔다.,133.72,134.42
나도,134.8,135.12
어쩔,135.12,135.52
수가,135.52,135.7
없어요.,135.7,136.16
커지는,136.42,136.82
중이거든요.,136.82,137.6
앨리스가,138.06,138.62
아주,138.62,138.92
공준하게,138.92,139.54
대꾸했다.,139.54,140.1
넌,140.86,141.08
여기서,141.08,141.42
클,141.42,141.7
권리가,141.7,142.14
없어.,142.14,142.56
겨울,142.76,143.06
잠지가,143.06,143.44
말했다.,143.44,143.9
말도,144.44,144.86
안,144.86,145.12
되는,145.12,145.3
소리,145.3,145.58
말아요.,145.58,146.06
당신도,146.36,147.0
키는,147.0,147.34
잘하잖아요.,147.34,148.06
앨리스가,148.54,149.06
좀,149.06,149.32
더,149.32,149.48
용감하게,149.48,150.06
받아쳤다.,150.06,150.8
그래.,151.14,151.56
그래도,151.82,152.24
난,152.24,152.48
정상적인,152.48,153.12
속도로,153.12,153.6
자라지.,153.6,154.08
그렇게,154.44,154.72
터무니없이,154.72,155.4
커지진,155.4,155.96
않는다고.,155.96,156.52
겨울,157.12,157.48
잠지는,157.48,157.88
잔뜩,157.88,158.48
골로,158.48,158.98
골이,158.98,160.54
난,160.54,160.78
얼굴을,160.78,161.4
자리에서,161.4,161.92
일어나더니,161.92,162.58
다른,162.58,162.96
쪽으로,162.96,163.38
건너가,163.38,163.88
버렸다.,163.88,164.38
모자,164.82,165.16
장수를,165.16,165.58
계속,165.58,165.96
노려보고,165.96,166.5
있던,166.5,166.82
여왕이,166.82,167.38
겨울,167.38,167.74
잠지가,167.74,168.18
법정을,168.18,168.68
가로지르는,168.68,169.38
순간,169.38,169.78
관리에게,169.78,170.38
명령을,170.38,170.94
내렸다.,170.94,171.38
지난번,171.94,172.46
음악회에서,172.46,173.08
노래했던,173.08,173.56
가수,173.56,173.92
명단을,173.92,174.36
가져오너라.,174.36,175.06
불쌍한,175.68,176.16
모자,176.16,176.4
장수가,176.4,176.78
그,176.78,177.02
소리를,177.02,177.42
듣고,177.42,177.8
어쩌나,177.8,178.32
벌벌,178.32,179.12
떨었든지,179.12,179.88
그만,179.88,180.58
"신발,",180.58,181.08
돗자기,181.16,181.54
모두,181.54,181.84
벗겨져,181.84,182.34
버렸다.,182.34,182.48
증언을,183.4,183.94
해.,183.94,184.12
그렇지,184.32,184.74
않으면,184.74,185.08
네가,185.08,185.32
겁을,185.32,185.78
내든,185.78,186.04
말든,186.04,186.32
처형에,186.32,186.76
버릴,186.76,187.06
테니.,187.06,187.36
왕이,187.78,188.08
화해를,188.08,188.42
내며,188.42,188.68
다시,188.68,188.94
말했다.,188.94,189.17
불쌍해,189.17,190.48
"여겨주십시오,",190.48,191.28
페아.,191.32,191.64
모자,191.98,192.42
장수가,192.42,192.74
떨리는,192.74,193.2
목소리로,193.2,193.66
입을,193.66,193.96
열었다.,193.96,194.44
차를,194.84,195.18
마시기,195.18,195.58
시작한,195.58,196.02
건,196.02,196.14
일주일도,196.14,196.58
넘지,196.58,196.88
않았습니다.,196.88,197.48
버터,198.04,198.36
바른,198.36,198.62
빵은,198.62,198.98
자꾸,198.98,199.26
얇아지는데,199.26,200.1
차는,200.1,200.54
차갑고.,200.54,201.1
뭐가,201.62,201.94
차갑다고?,201.94,202.5
왕이,202.88,203.3
물었다.,203.3,203.66
차가,204.12,204.52
차다고,204.52,204.86
했습니다.,204.86,205.28
모자,205.94,206.24
장수가,206.24,206.6
대답했다.,206.6,207.18
물론,207.7,208.08
차는,208.08,208.5
차지.,208.5,208.98
넌,209.2,209.54
내게,209.54,209.8
바보로,209.8,210.3
보이느냐?,210.3,210.78
계속해.,211.08,211.7
왕이,211.9,212.38
날카롭게,212.38,212.98
내배였다.,212.98,213.48
불쌍해,214.08,214.62
여겨주시옵소.,214.62,215.58
모자,216.2,216.56
장수가,216.56,216.94
말을,216.94,217.28
이었다.,217.28,218.12
그,218.3,218.52
이후로,218.52,220.3
모든,220.3,220.72
게,220.72,220.96
차가워졌는데,220.96,221.92
사물토끼가,221.92,223.06
하는,223.06,223.32
말이.,223.32,223.64
난,224.22,224.56
아무,224.56,224.82
말도,224.82,225.06
안,225.06,225.3
했어.,225.3,225.58
사물토끼가,225.86,226.62
급히,226.62,226.96
끼어들었다.,226.96,227.62
말했잖아.,228.14,228.82
모자,229.12,229.44
장수가,229.44,229.82
말했다.,229.82,230.26
아닙니다.,230.74,231.34
사물토끼가,231.66,232.42
대바였다.,232.42,233.16
안,233.62,233.86
했다고,233.86,234.2
하니,234.2,234.54
그,234.54,234.76
부분은,234.76,235.24
생략해.,235.24,235.82
왕이,236.04,236.42
말했다.,236.42,236.8
어쨌든,237.44,237.9
겨울,237.9,238.76
잠지,238.76,239.1
말이.,239.1,239.4
모자,239.92,240.32
장수는,240.32,240.78
겨울,240.78,241.1
잠지마저,241.1,241.74
아니라고,241.74,242.24
할까봐,242.24,242.82
걱정스런,242.82,243.62
눈으로,243.62,244.06
북,244.06,244.32
두리번거렸다.,244.32,245.36
그러나,245.78,246.3
겨울,246.3,246.64
잠지는,246.64,247.06
잠에,247.06,247.44
푹,247.44,247.76
빠져,247.76,248.04
아무,248.04,248.28
말도,248.28,248.56
하지,248.56,248.88
않았다.,248.88,249.38
그,250.04,250.32
후에,250.32,250.66
저는,250.66,250.9
버터,250.9,251.26
바른,251.26,251.54
빵을,251.54,251.88
좀,251.88,252.08
더,252.08,252.22
잘랐는데.,252.22,252.86
모자,253.36,253.8
장수가,253.8,254.18
말을,254.18,254.48
계속했다.,254.48,255.12
그런데,255.66,256.02
겨울,256.02,256.36
잠지는,256.36,256.7
뭐라고,256.7,257.12
말했나요?,257.12,257.76
배심원,258.24,258.72
중,258.72,258.88
하나가,258.88,259.28
물었다.,259.28,259.68
그건,260.24,260.54
기억나지,260.54,261.28
않는데요.,261.28,261.82
모자,262.26,262.52
장수가,262.52,262.86
말했다.,262.86,263.32
기억해,263.8,264.28
내거라.,264.28,264.7
안,264.8,264.96
그러면,264.96,265.34
처형하겠다.,265.34,266.34
왕이,266.78,267.14
명령했다.,267.14,267.74
가련한,268.42,268.88
모잔,268.88,269.18
자순과,269.18,269.74
착장과,269.74,270.78
빵을,270.78,271.14
떨어뜨리더니,271.14,271.96
한쪽,271.96,272.64
무릎을,272.64,273.1
꿇었다.,273.1,273.5
불쌍해,273.98,274.52
여겨주십시오.,274.52,275.3
폐하.,275.36,275.66
모자,275.92,276.4
장수가,276.4,276.74
입을,276.74,277.12
열었다.,277.12,277.58
네,278.0,278.14
놈,278.14,278.32
말재주가,278.32,278.9
더,278.9,279.04
불쌍하구나.,279.04,279.76
왕이,280.18,280.52
말했다.,280.52,280.92
