text,start,end
"giuria,",47.52,47.92
e,48.06,48.16
la,48.16,48.3
giuria,48.3,48.54
scrisse,48.54,49.04
in,49.04,49.18
gran,49.18,49.34
fretta,49.34,49.76
tutte,49.76,49.98
e,49.98,50.08
tre,50.08,50.18
le,50.18,50.34
date,50.34,50.6
sulle,50.6,50.88
"lavagne,",50.88,51.38
e,51.98,52.12
poi,52.12,52.22
le,52.22,52.38
"sommò,",52.38,52.86
e,53.22,53.36
ridusse,53.36,53.72
il,53.72,53.84
totale,53.84,54.38
in,54.38,54.64
scellini,54.64,55.1
e,55.1,55.22
denari.,55.22,55.6
—,56.22,56.46
Levati,56.46,56.78
il,56.78,56.94
"cappello,",56.94,57.48
disse,57.64,58.2
il,58.2,58.42
re,58.42,58.58
al,58.58,58.76
cappellaio.,58.76,59.5
—,60.14,60.2
Non,60.2,60.38
è,60.38,60.54
"mio,",60.54,60.88
disse,61.28,61.72
il,61.72,61.9
cappellaio.,61.9,62.6
—,62.62,63.38
Rubato!,63.38,63.98
esclamò,64.32,65.06
il,65.06,65.26
"re,",65.26,65.5
rivolto,65.86,66.28
ai,66.28,66.38
"giurati,",66.38,66.84
che,66.94,67.06
subito,67.06,67.42
presero,67.42,67.88
nota,67.88,68.14
del,68.14,68.32
fatto.,68.32,68.74
—,69.68,69.98
Io,69.98,70.16
li,70.16,70.3
tengo,70.3,70.5
per,70.5,70.7
"venderli,",70.7,71.3
precisò,71.64,72.18
il,72.18,72.32
cappellaio.,72.32,73.08
Di,73.48,73.64
miei,73.64,74.06
non,74.06,74.26
ne,74.26,74.46
"ho,",74.46,74.64
sono,74.94,75.16
un,75.16,75.34
cappellaio.,75.34,76.02
A,77.0,77.16
questo,77.16,77.44
punto,77.44,77.8
la,77.8,77.98
regina,77.98,78.38
si,78.38,78.56
mise,78.56,78.78
gli,78.78,78.94
occhiali,78.94,79.54
e,79.54,79.98
prese,79.98,80.22
a,80.22,80.32
fissare,80.32,80.76
con,80.76,80.98
severità,80.98,81.52
il,81.52,81.64
"cappellaio,",81.64,82.32
che,82.32,82.48
diventò,82.48,82.96
pallido,82.96,83.42
e,83.42,83.52
inquieto.,83.52,84.04
—,84.74,84.8
Fa,84.8,85.0
la,85.0,85.16
tua,85.16,85.3
"deposizione,",85.3,86.18
disse,86.38,86.9
il,86.9,87.16
"re,",87.16,87.36
e,87.74,88.06
non,88.06,88.18
innervosirti,88.18,88.98
o,88.98,89.06
ti,89.06,89.16
faccio,89.16,89.44
giustiziare,89.44,90.18
immediatamente.,90.18,91.02
Il,91.78,92.06
testimonio,92.06,92.7
non,92.7,92.88
pareva,92.88,93.3
affatto,93.3,93.74
incoraggiato.,93.74,94.6
Cominciò,95.02,95.54
a,95.54,95.7
spostare,95.7,96.2
il,96.2,96.38
peso,96.38,96.66
del,96.66,96.86
suo,96.86,97.04
corpo,97.04,97.42
da,97.42,97.62
un,97.62,97.76
piede,97.76,98.06
all'altro,98.06,98.56
"continuamente,",98.56,99.5
guardando,100.06,100.62
preoccupato,100.62,101.3
la,101.3,101.44
regina,101.44,101.94
e,101.94,102.54
confuso,102.54,103.04
com'era,103.04,103.56
addentò,103.56,104.3
un,104.3,104.5
pezzo,104.5,104.86
di,104.86,105.02
tazza,105.02,105.46
invece,105.46,105.76
del,105.76,105.98
pane,105.98,106.24
imburrato.,106.24,106.9
Proprio,107.68,108.12
in,108.12,108.2
quel,108.2,108.34
momento,108.34,108.78
Alice,108.78,109.18
provò,109.18,109.54
una,109.54,109.7
sensazione,109.7,110.3
"stranissima,",110.3,111.1
di,111.72,111.94
cui,111.94,112.28
per,112.28,112.82
un,112.82,112.98
certo,112.98,113.22
tempo,113.22,113.66
non,113.66,113.84
riuscì,113.84,114.2
a,114.2,114.28
comprendere,114.28,114.82
la,114.82,114.98
"causa,",114.98,115.4
finché,116.0,116.36
si,116.36,116.5
rese,116.5,116.72
conto,116.72,117.14
di,117.14,117.3
stare,117.3,117.48
crescendo,117.48,117.98
di,117.98,118.16
nuovo.,118.16,118.46
Da,119.26,119.46
principio,119.46,120.02
pensò,120.02,120.46
che,120.46,120.62
fosse,120.62,120.84
meglio,120.84,121.14
alzarsi,121.14,121.7
e,121.7,121.82
uscire,121.82,122.08
"dall'aula,",122.08,122.64
ma,123.08,123.36
poi,123.36,123.58
decise,123.58,123.92
di,123.92,124.08
rimanere,124.08,124.48
dove,124.48,124.72
era,124.72,125.0
fino,125.0,125.58
a,125.58,125.68
quando,125.68,125.92
le,125.92,126.04
restava,126.04,126.42
abbastanza,126.42,126.92
spazio.,126.92,127.46
—,128.84,128.94
Preferirei,128.94,129.54
che,129.54,129.66
non,129.66,129.8
spingessi,129.8,130.4
in,130.4,130.48
questo,130.48,130.68
"modo,",130.68,131.08
disse,131.28,131.58
il,131.58,131.76
ghiro,131.76,132.0
che,132.0,132.12
le,132.12,132.24
sedeva,132.24,132.52
vicino.,132.52,133.02
Non,133.64,133.82
riesco,133.82,134.1
quasi,134.1,134.38
a,134.38,134.48
respirare.,134.48,135.04
—,135.98,136.06
Non,136.06,136.22
ci,136.22,136.36
posso,136.36,136.62
far,136.62,136.82
"niente,",136.82,137.28
disse,137.44,137.7
Alice,137.7,138.1
con,138.1,138.32
dolcezza.,138.32,138.98
Sto,139.36,139.62
crescendo.,139.62,140.24
—,141.18,141.24
Non,141.24,141.4
hai,141.4,141.56
diritto,141.56,141.98
di,141.98,142.16
crescere,142.16,142.54
"qui,",142.54,142.86
disse,143.12,143.38
il,143.38,143.56
ghiro.,143.56,143.86
—,144.5,144.58
Non,144.58,144.74
dire,144.74,144.96
"sciocchezze,",144.96,145.74
disse,145.92,146.24
Alice,146.24,146.62
in,146.62,146.78
tono,146.78,147.04
molto,147.04,147.26
più,147.26,147.44
combattivo.,147.44,148.12
Sai,148.64,148.9
benissimo,148.9,149.4
che,149.4,149.58
stai,149.58,149.76
crescendo,149.76,150.2
anche,150.2,150.42
tu.,150.42,150.64
—,151.62,151.64
"Sì,",151.64,151.98
ma,152.12,152.3
io,152.3,152.54
cresco,152.54,152.92
a,152.92,153.04
un,153.04,153.08
ritmo,153.08,153.34
"ragionevole,",153.34,154.04
disse,154.38,154.74
il,154.74,154.96
"ghiro,",154.96,155.26
non,155.66,155.9
in,155.9,156.06
quella,156.06,156.26
maniera,156.26,156.58
assurda.,156.58,157.14
Si,159.02,159.2
alzò,159.2,159.54
indignatissimo,159.54,160.3
e,160.3,160.46
andò,160.46,160.58
a,160.58,160.68
sedersi,160.68,161.04
dalla,161.04,161.2
parte,161.2,161.46
opposta,161.46,161.88
della,161.88,162.12
sala.,162.12,162.44
Per,163.08,163.3
tutto,163.3,163.58
questo,163.58,163.9
tempo,163.9,164.36
la,164.36,164.52
regina,164.52,164.96
non,164.96,165.12
aveva,165.12,165.42
cessato,165.42,166.04
un,166.04,166.22
attimo,166.22,166.58
di,166.58,166.72
fissare,166.72,167.1
il,167.1,167.24
"cappellaio,",167.24,167.98
e,168.54,168.72
proprio,168.72,169.08
mentre,169.08,169.42
il,169.42,169.56
ghiro,169.56,169.78
si,169.78,169.94
spostava,169.94,170.68
chiese,170.68,171.44
a,171.44,171.6
uno,171.6,171.74
degli,171.74,172.0
usceri,172.0,172.4
del,172.4,172.54
tribunale,172.54,173.22
—,173.6,173.76
Portami,173.76,174.14
l'elenco,174.14,174.56
dei,174.56,174.72
cantanti,174.72,175.26
dell'ultimo,175.26,175.76
concerto.,175.76,176.48
Al,177.1,177.32
che,177.32,177.54
il,177.54,177.78
disgraziato,177.78,178.4
cappellaio,178.4,179.1
si,179.1,179.26
mise,179.26,179.46
a,179.46,179.58
"tremare,",179.58,180.02
in,180.08,180.18
modo,180.18,180.38
tale,180.38,180.68
da,180.68,180.84
perdere,180.84,181.24
entrambe,181.24,181.64
le,181.64,181.8
scarpe.,181.8,182.3
—,183.14,183.18
Fa,183.18,183.34
la,183.34,183.5
tua,183.5,183.64
"deposizione,",183.64,184.5
ripete,184.66,185.06
il,185.06,185.3
re,185.3,185.44
"infuriato,",185.44,186.14
o,186.42,186.6
ti,186.6,186.72
faccio,186.72,187.0
giustiziare.,187.0,187.8
Che,188.18,188.34
tu,188.34,188.46
sia,188.46,188.6
nervoso,188.6,189.18
o,189.18,189.42
meno.,189.42,189.68
—,190.5,190.52
Sono,190.52,190.74
un,190.74,190.9
povero,190.9,191.16
"uomo,",191.16,191.46
"maestà,",191.56,192.0
cominciò,192.32,192.72
il,192.72,192.84
cappellaio,192.84,193.48
con,193.48,193.64
voce,193.64,193.88
tremante.,193.88,194.44
E,195.14,195.26
non,195.26,195.38
avevo,195.38,195.68
neppure,195.68,196.02
cominciato,196.02,196.56
a,196.56,196.66
prendere,196.66,197.0
il,197.0,197.14
tè,197.14,197.44
non,197.44,198.02
più,198.02,198.16
di,198.16,198.28
una,198.28,198.4
settimana,198.4,198.9
"fa,",198.9,199.2
e,199.58,199.72
poi,199.72,200.02
quei,200.02,200.26
crostini,200.26,200.64
imburrati,200.64,201.24
così,201.24,201.46
"fini,",201.46,201.92
e,202.4,202.54
il,202.54,202.7
tremolio,202.7,203.1
del,203.1,203.28
tè.,203.28,203.56
—,204.1,204.24
Il,204.24,204.44
tremolio,204.44,204.8
di,204.8,204.94
che,204.94,205.04
cosa?,205.04,205.46
disse,205.68,206.02
il,206.02,206.26
re.,206.26,206.38
—,207.24,207.34
Cominciò,207.34,207.72
tutto,207.72,207.98
con,207.98,208.18
il,208.18,208.36
"tè,",208.36,208.62
rispose,208.78,209.16
il,209.16,209.34
cappellaio.,209.34,209.96
—,211.26,211.32
"Ah,",211.32,211.56
tremolio,212.04,212.66
comincia,212.66,213.1
con,213.1,213.28
il,213.28,213.46
"tè,",213.46,213.78
vuoi,213.92,214.12
dire?,214.12,214.38
esclamò,215.06,215.66
il,215.66,215.86
re,215.86,216.04
seccato.,216.04,216.68
—,216.94,217.04
Mi,217.04,217.16
prendi,217.16,217.48
per,217.48,217.62
un,217.62,217.76
somaro?,217.76,218.2
Va,218.52,218.74
avanti.,218.74,218.91
—,218.91,220.04
Sono,220.04,220.44
un,220.44,220.62
povero,220.62,220.94
"uomo,",220.94,221.34
continuò,221.58,222.08
il,222.08,222.22
cappellaio.,222.22,222.94
E,223.6,223.8
molte,223.8,224.2
altre,224.2,224.44
cose,224.44,224.8
tremarono,224.8,225.5
dopo.,225.5,225.76
Solo,226.56,226.82
che,226.82,226.96
la,226.96,227.08
lepre,227.08,227.34
marzolina,227.34,227.96
disse.,227.96,228.38
—,228.94,228.98
Io,228.98,229.12
"no,",229.12,229.38
lo,229.76,229.94
interruppe,229.94,230.5
precipitosamente,230.5,231.52
la,231.52,231.68
lepre,231.68,231.96
marzolina.,231.96,232.58
—,232.92,233.08
"Sì,",233.08,233.24
"invece,",233.32,233.7
disse,234.2,234.48
il,234.48,234.64
cappellaio.,234.64,235.36
—,235.76,235.82
Lo,235.82,235.96
"nego,",235.96,236.32
disse,236.68,237.2
la,237.2,237.36
lepre,237.36,237.64
marzolina.,237.64,238.24
—,239.02,239.08
Lo,239.08,239.24
"nega,",239.24,239.72
disse,239.92,240.2
il,240.2,240.38
"re,",240.38,240.56
quindi,240.92,241.26
ometti,241.26,241.64
questa,241.64,241.94
parte.,241.94,242.34
—,243.08,243.18
"Beh,",243.18,243.34
ad,243.54,243.66
ogni,243.66,243.82
"modo,",243.82,244.2
il,244.42,244.62
ghiro,244.62,244.92
"disse,",244.92,245.4
riprese,245.98,246.48
il,246.48,246.62
"cappellaio,",246.62,247.36
guardandosi,247.4,248.1
intorno,248.1,248.5
ansioso,248.5,249.06
per,249.06,249.26
vedere,249.26,249.56
se,249.56,249.8
anche,249.8,249.98
il,249.98,250.14
ghiro,250.14,250.4
stesse,250.4,250.74
per,250.74,250.94
negare.,250.94,251.44
Ma,251.96,252.12
quello,252.12,252.46
non,252.46,252.74
"negò,",252.74,253.16
essendo,253.56,253.98
profondamente,253.98,254.62
addormentato.,254.62,255.44
—,256.46,256.56
In,256.56,256.62
"seguito,",256.62,257.1
continuò,257.26,257.78
il,257.78,257.88
"cappellaio,",257.88,258.56
ho,258.88,259.1
tagliato,259.1,259.54
ancora,259.54,259.9
del,259.9,260.1
pane,260.1,260.46
e,260.46,260.6
burro.,260.6,261.04
—,261.42,261.88
Ma,261.88,262.04
cosa,262.04,262.26
disse,262.26,262.54
il,262.54,262.72
ghiro?,262.72,263.04
chiese,263.44,263.8
uno,263.8,263.96
dei,263.96,264.12
giurati.,264.12,264.58
—,265.08,265.14
Non,265.14,265.32
me,265.32,265.42
lo,265.42,265.54
"ricordo,",265.54,266.12
disse,266.6,266.84
il,266.84,267.02
cappellaio.,267.02,267.74
—,268.14,268.6
Devi,268.6,268.7
"ricordartelo,",268.7,269.58
osservò,269.8,270.38
il,270.38,270.54
"re,",270.54,270.74
o,271.04,271.18
ti,271.18,271.3
faccio,271.3,271.6
giustiziare.,271.6,272.38
L'infelice,273.18,273.74
cappellaio,273.74,274.54
lasciò,274.54,274.9
cadere,274.9,275.26
la,275.26,275.42
"tazza,",275.42,275.78
il,275.86,275.92
pane,275.92,276.24
e,276.24,276.36
"burro,",276.36,276.76
poi,277.06,277.26
si,277.26,277.46
inginocchiò.,277.46,278.04
—,278.68,278.7
Sono,278.7,278.92
un,278.92,279.04
pover,279.04,279.26
"uomo,",279.26,279.6
"maestà,",279.68,280.16
cominciò.,280.38,280.92
—,281.32,281.62
Tu,281.62,281.78
sei,281.78,281.98
un,281.98,282.14
poverissimo,282.14,282.7
"parlatore,",282.7,283.42
disse,283.74,284.04
il,284.04,284.24
re.,284.24,284.4
