text,start,end
Flasche,198.4,198.76
jedoch,198.76,199.06
hatte,199.06,199.42
keinen,199.42,199.86
Totenkopf.,199.86,200.48
Daher,200.98,201.34
wagte,201.34,201.7
Alice,201.7,202.06
zu,202.06,202.26
kosten,202.26,202.66
und,202.66,203.42
da,203.42,203.56
es,203.56,203.68
ihr,203.68,203.8
gut,203.8,203.98
"schmeckte,",203.98,204.42
es,204.84,205.04
war,205.04,205.2
eigentlich,205.2,205.7
wie,205.7,206.08
ein,206.08,206.22
Gemisch,206.22,206.54
von,206.54,206.72
"Kirschkuchen,",206.72,207.42
"Sahnesoße,",207.86,208.56
"Ananas,",208.74,209.18
"Putenbraten,",209.3,209.48
Naute,210.38,210.92
und,210.92,211.08
armen,211.08,211.42
"Rittern,",211.42,211.82
so,212.06,212.26
trank,212.26,212.62
sie,212.62,212.78
die,212.78,212.94
Flasche,212.94,213.34
aus.,213.34,213.7
Was,214.18,214.52
für,214.52,214.72
ein,214.72,214.94
komisches,214.94,215.58
"Gefühl,",215.58,216.08
sagte,216.22,216.42
Alice.,216.42,216.82
Ich,217.56,217.76
gehe,217.76,217.96
gewiss,217.96,218.42
zu,218.42,218.72
wie,218.72,218.94
ein,218.94,219.08
Teleskop.,219.08,219.72
Und,219.94,220.1
so,220.1,220.24
war,220.24,220.42
es,220.42,220.54
in,220.54,220.7
der,220.7,220.82
Tat.,220.82,221.12
Jetzt,221.84,222.1
war,222.1,222.3
sie,222.3,222.46
nur,222.46,222.62
noch,222.62,222.82
zehn,222.82,223.14
Zoll,223.14,223.5
hoch,223.5,223.86
und,223.86,224.72
ihr,224.72,224.86
Gesicht,224.86,225.18
leuchtete,225.18,225.78
bei,225.78,226.02
dem,226.02,226.16
"Gedanken,",226.16,226.48
dass,227.04,227.26
sie,227.26,227.38
nun,227.38,227.52
die,227.52,227.68
rechte,227.68,228.02
Höhe,228.02,228.32
"habe,",228.32,228.68
um,229.14,229.38
durch,229.38,229.5
die,229.5,229.66
kleine,229.66,229.92
Tür,229.92,230.28
in,230.28,230.56
den,230.56,230.72
schönen,230.72,231.06
Garten,231.06,231.4
zu,231.4,231.6
gehen.,231.6,231.82
Doch,232.3,232.54
erst,232.54,232.9
wartete,232.9,233.34
sie,233.34,233.54
einige,233.54,233.86
"Minuten,",233.86,234.26
ob,234.86,235.02
sie,235.02,235.16
noch,235.16,235.34
mehr,235.34,235.56
einstrümpfen,235.56,236.16
werde.,236.16,236.52
Sie,237.26,237.44
war,237.44,237.66
einigermaßen,237.66,238.5
"ängstlich,",238.5,239.1
denn,239.68,239.92
es,239.92,240.08
könnte,240.08,240.36
damit,240.36,240.64
"aufhören,",240.64,241.2
sagte,241.48,241.78
Alice,241.78,242.12
zu,242.12,242.28
sich,242.28,242.44
"selbst,",242.44,242.8
dass,243.4,243.6
ich,243.6,243.72
ganz,243.72,244.0
"ausginge,",244.0,244.66
wie,245.18,245.34
ein,245.34,245.48
"Licht,",245.48,245.82
mich,246.18,246.42
"wundert,",246.42,246.9
wie,247.28,247.52
ich,247.52,247.64
dann,247.64,247.82
aussehe.,247.82,248.34
Und,249.52,249.72
sie,249.72,249.84
versuchte,249.84,250.34
sich,250.34,250.52
"vorzustellen,",250.52,251.18
wie,251.44,251.74
die,251.74,251.88
Flamme,251.88,252.3
von,252.3,252.52
einem,252.52,252.74
Lichter,252.74,253.18
"aussieht,",253.18,253.68
wenn,254.1,254.3
das,254.3,254.46
Licht,254.46,254.68
ausgeblasen,254.68,255.4
ist.,255.4,255.6
Aber,256.62,256.82
sie,256.82,256.96
konnte,256.96,257.24
sich,257.24,257.44
nicht,257.44,257.68
"erinnern,",257.68,258.32
dies,258.6,258.76
je,258.76,258.98
gesehen,258.98,259.28
zu,259.28,259.48
haben.,259.48,259.76
Nach,260.68,260.9
einer,260.9,261.14
"Weile,",261.14,261.44
als,261.56,261.68
sie,261.68,261.82
"merkte,",261.82,262.14
dass,262.32,262.42
weiter,262.42,262.7
nichts,262.7,262.94
"geschah,",262.94,263.36
beschloss,264.0,264.3
sie,264.3,264.44
gleich,264.44,264.68
in,264.68,264.88
den,264.88,264.98
Garten,264.98,265.24
zu,265.24,265.4
gehen.,265.4,265.64
Aber,266.8,267.16
arme,267.16,267.76
Alice!,267.76,268.3
Als,269.02,269.32
sie,269.32,269.46
an,269.46,269.58
die,269.58,269.72
Tür,269.72,269.96
"kam,",269.96,270.32
hatte,270.72,271.0
sie,271.0,271.14
das,271.14,271.36
goldene,271.36,271.82
Schlüsselchen,271.82,272.38
vergessen.,272.38,272.74
Sie,273.48,273.72
ging,273.72,273.94
nach,273.94,274.14
dem,274.14,274.3
Tische,274.3,274.58
"zurück,",274.58,275.02
um,275.18,275.3
es,275.3,275.4
zu,275.4,275.56
"holen,",275.56,275.96
fand,276.64,276.9
"aber,",276.9,277.26
dass,277.48,277.64
sie,277.64,277.78
es,277.78,277.9
unmöglich,277.9,278.52
erreichen,278.52,279.0
konnte.,279.0,279.42
Sie,280.7,280.98
saß,280.98,281.26
ganz,281.26,281.58
deutlich,281.58,281.96
durch,281.96,282.22
das,282.22,282.4
Glas,282.4,282.82
und,282.82,283.64
sie,283.64,283.78
gab,283.78,283.96
sich,283.96,284.14
alle,284.14,284.4
"Mühe,",284.4,284.74
an,284.76,285.08
einem,285.08,285.34
der,285.34,285.5
Tischhüße,285.5,286.18
hinaufzuklettern.,286.18,287.16
Aber,287.76,288.08
sie,288.08,288.22
waren,288.22,288.42
zu,288.42,288.6
glatt,288.6,288.92
und,288.92,289.56
als,289.56,289.78
sie,289.78,289.9
sich,289.9,290.04
ganz,290.04,290.34
müde,290.34,290.64
gearbeitet,290.64,291.12
"hatte,",291.12,291.52
setzte,292.12,292.52
sich,292.52,292.74
das,292.74,292.96
arme,292.96,293.34
kleine,293.34,293.68
Ding,293.68,293.94
hin,293.94,294.28
und,294.28,294.64
weinte.,294.64,295.0
