text,start,end
"mesa,",120.5,120.52
meio,121.2,121.44
esperançada,121.44,122.0
de,122.0,122.16
encontrar,122.16,122.46
lá,122.46,122.68
outra,122.68,122.92
"chave,",122.92,123.34
ou,123.72,124.04
pelo,124.04,124.24
menos,124.24,124.6
um,124.6,124.84
manual,124.84,125.14
para,125.14,125.38
as,125.38,125.54
pessoas,125.54,125.8
se,125.8,126.0
encolherem,126.0,126.52
como,126.52,126.68
telescópios.,126.68,127.44
Desta,128.62,128.96
"vez,",128.96,129.34
encontrou,129.9,130.46
numa,130.46,130.68
pequena,130.68,131.04
"garrafa,",131.04,131.62
que,132.16,132.4
de,132.4,132.72
certeza,132.72,133.1
não,133.1,133.36
estava,133.36,133.66
aqui,133.66,133.88
"antes,",133.88,134.22
pensou,134.36,134.68
Alice.,134.68,135.02
"E,",135.78,135.96
atada,136.14,136.64
ao,136.64,136.76
"gargalo,",136.76,137.4
tinha,137.56,137.66
um,137.66,137.8
rótulo,137.8,138.16
com,138.16,138.3
a,138.3,138.44
"palavra,",138.44,138.84
tinha,139.18,140.92
um,140.92,141.1
rótulo,141.1,141.5
com,141.5,141.9
a,141.9,142.02
"palavra,",142.02,142.42
"BEBE-ME,",142.84,143.34
vistosamente,144.64,145.42
impressa,145.42,145.88
em,145.88,145.98
grandes,145.98,146.2
letras.,146.2,146.68
"Ora,",148.0,148.32
a,148.78,149.08
garrafa,149.08,149.48
podia,149.48,149.8
muito,149.8,150.16
bem,150.16,150.4
dizer,150.4,150.78
"BEBE-ME,",150.78,151.7
que,152.16,152.32
uma,152.32,152.44
menina,152.44,152.76
ajuizada,152.76,153.22
como,153.22,153.48
Alice,153.48,153.82
não,153.82,154.08
iria,154.08,154.3
obedecer-lhe,154.3,154.96
com,154.96,155.1
tanta,155.1,155.32
pressa.,155.32,155.72
"Não,",157.08,157.36
vou,157.86,158.06
procurar,158.06,158.48
"primeiro,",158.48,158.96
se,159.24,159.42
não,159.42,159.54
está,159.54,160.18
aqui,160.18,160.48
marcado,160.48,161.04
o,161.04,161.16
"veneno,",161.16,161.54
disse,161.88,162.16
"ela,",162.16,162.4
pois,163.2,163.4
lera,163.4,163.62
várias,163.62,163.98
histórias,163.98,164.8
instrutivas,164.8,165.42
sobre,165.42,165.68
crianças,165.68,166.12
que,166.12,166.68
tinham,166.68,166.9
se,166.9,167.1
queimado,167.1,167.58
e,167.58,167.88
sido,167.88,168.08
comidas,168.08,168.5
por,168.5,168.72
animais,168.72,169.06
"ferozes,",169.06,169.48
e,170.16,170.36
outras,170.36,170.56
coisas,170.56,170.84
"desagradáveis,",170.84,171.7
só,172.1,172.44
por,172.44,172.64
não,172.64,172.82
se,172.82,173.06
conseguirem,173.06,173.62
lembrar,173.62,173.98
das,173.98,174.28
regras,174.28,174.68
simples,174.68,175.12
que,175.12,175.6
os,175.6,175.74
amigos,175.74,176.08
lhe,176.08,176.28
haviam,176.28,176.62
"ensinado,",176.62,177.38
"como,",178.24,178.58
por,178.76,178.96
"exemplo,",178.96,179.3
que,179.66,179.82
um,179.82,179.98
atiçador,179.98,180.44
em,180.44,180.62
brasa,180.62,180.92
arde,180.92,181.74
queimar-nos,181.74,182.56
se,182.56,182.96
o,182.96,183.06
segurarmos,183.06,183.7
por,183.7,183.88
muito,183.88,184.7
"tempo,",184.7,185.04
e,185.84,185.96
"que,",185.96,186.16
se,186.48,186.66
cortarmos,186.66,187.3
o,187.3,187.42
dedo,187.42,187.68
muito,187.68,187.9
profundamente,187.9,188.6
com,188.6,188.8
uma,188.8,188.94
"faca,",188.94,189.36
é,189.74,189.88
normal,189.88,190.22
que,190.22,190.4
se,190.4,190.54
deite,190.54,190.82
"sangue,",190.82,191.26
"e,",191.8,192.04
"sobretudo,",192.08,192.66
nunca,193.06,193.42
se,193.42,193.6
esquecer,193.6,194.06
de,194.06,194.3
"que,",194.3,194.6
se,194.94,195.08
bebermos,195.08,195.62
demasiado,195.62,196.22
de,196.22,196.42
uma,196.42,196.56
garrafa,196.56,196.98
onde,196.98,197.14
está,197.14,197.32
marcado,197.32,197.68
o,197.68,197.84
"veneno,",197.84,198.18
mais,199.04,199.48
cedo,199.48,199.7
ou,199.7,199.82
mais,199.82,200.0
"tarde,",200.0,200.3
o,200.54,200.64
líquido,200.64,201.04
há,201.04,201.52
de,201.52,201.68
cair,201.68,201.92
nos,201.92,202.14
mãos,202.14,202.32
no,202.32,202.44
estômago.,202.44,202.9
"Todavia,",204.16,204.76
a,204.98,205.14
garrafa,205.14,205.42
não,205.42,205.6
dizia,205.6,205.86
"veneno,",205.86,206.28
pelo,206.62,206.84
que,206.84,206.96
Alice,206.96,207.26
se,207.26,207.42
aventurou,207.42,207.78
a,207.78,207.88
"prová-lo,",207.88,208.25
"e,",208.25,209.02
achando,209.44,209.84
que,209.84,210.0
lhe,210.0,210.14
"agradava,",210.14,210.64
efetivamente,211.08,211.8
sabia,211.8,212.14
um,212.14,212.3
bocado,212.3,212.7
a,212.7,213.98
uma,213.98,214.42
mistura,214.42,214.76
de,214.76,214.96
"tarte,",214.96,215.3
de,215.44,215.54
"cerejas,",215.54,216.06
leite,216.6,216.88
"creme,",216.88,217.26
"ananás,",217.54,218.24
peru,218.56,218.9
"assado,",218.9,219.42
caramelo,219.74,220.34
e,220.34,220.82
torradinhas,220.82,221.38
quentes,221.38,221.7
com,221.7,221.88
manteiga.,221.88,222.32
Não,222.84,223.08
está,223.08,223.26
a,223.26,223.36
dor,223.36,223.52
a,223.52,223.76
beber,223.76,224.02
tudo.,224.02,224.36
—,226.1,226.46
Olha,226.46,226.64
que,226.64,226.78
sensação,226.78,227.24
tão,227.24,227.52
estranha!,227.52,228.08
—,228.24,228.34
admirou-se,228.34,229.02
Alice.,229.02,229.44
—,229.86,230.18
Devo,230.18,230.4
estar,230.4,230.68
a,230.68,230.82
encolher,230.82,231.14
como,231.14,231.34
um,231.34,231.48
telescópio.,231.48,232.1
"E,",233.08,233.22
de,233.3,233.38
"fato,",233.38,233.68
assim,233.92,234.2
"era,",234.2,234.48
descer,235.02,235.4
à,235.4,235.48
altura,235.48,235.8
de,235.8,235.98
apenas,235.98,236.3
25,236.3,237.02
"centímetros,",237.02,237.88
e,238.4,238.58
o,238.58,238.7
seu,238.7,238.82
rosto,238.82,239.18
iluminou-se,239.18,239.88
com,239.88,240.08
a,240.08,240.22
ideia,240.22,240.48
de,241.26,241.5
isso,241.5,242.28
já,242.28,242.56
ser,242.56,242.8
o,242.8,242.9
tamanho,242.9,243.22
ideal,243.22,243.62
para,243.62,243.86
passar,243.86,244.18
pela,244.18,244.42
estreita,244.42,244.88
"porta,",244.88,245.28
até,245.66,246.08
aquele,246.08,246.4
lindo,246.4,246.66
jardim.,246.66,247.14
"Primeiro,",248.02,248.52
"porém,",248.64,248.94
aguadou,249.26,249.82
alguns,249.82,250.12
minutos,250.12,250.58
para,250.58,250.84
ver,250.84,251.08
se,251.08,251.56
ainda,251.56,251.94
ia,251.94,252.14
minguar,252.14,252.5
mais.,252.5,252.84
Isso,253.58,254.0
pôs-la,254.0,254.36
um,254.36,254.42
bocado,254.42,254.74
nervosa.,254.74,255.26
—,256.9,256.92
É,256.92,257.08
que,257.08,257.22
sabe-se,257.22,257.64
lá,257.64,257.82
se,257.82,258.06
isto,258.06,258.3
não,258.3,258.46
vai,258.46,258.62
acabar,258.62,258.94
comigo,258.94,259.44
a,259.44,259.72
desaparecer,259.72,260.28
completamente,260.28,260.9
como,260.9,261.28
uma,261.28,261.46
vela?,261.46,261.82
—,261.92,262.54
disse,262.54,262.74
ela,262.74,263.0
para,263.0,263.28
consigo.,263.28,263.74
—,264.52,264.58
Que,264.58,264.74
serei,264.74,265.04
"eu,",265.04,265.28
então?,265.38,265.6
—,266.46,266.96
e,266.96,267.12
tentou,267.12,267.46
imaginar,267.46,268.0
como,268.0,268.58
que,268.58,268.76
se,268.76,268.9
parece,268.9,269.18
a,269.18,269.38
chama,269.38,269.62
de,269.62,269.78
uma,269.78,269.9
vela,269.9,270.3
depois,270.3,270.88
de,270.88,271.08
ter,271.08,271.22
se,271.22,271.34
"apagado,",271.34,271.86
porque,272.54,272.82
não,272.82,273.14
se,273.14,273.52
recordava,273.52,274.22
de,274.22,274.52
jamais,274.52,274.84
ter,274.84,275.02
presenciado,275.02,275.7
tal,275.7,275.9
coisa.,275.9,276.26
Passado,278.68,279.14
pouco,279.14,279.44
"tempo,",279.44,279.82
vendo,280.14,280.44
que,280.44,280.66
não,280.66,280.94
acontecia,280.94,281.68
mais,281.68,281.9
"nada,",281.9,282.24
decidiu,282.72,283.16
dirigir-se,283.16,283.78
imediatamente,283.78,284.48
para,284.48,284.68
o,284.68,284.78
jardim.,284.78,285.2
"Mas,",285.88,286.26
coitada,286.64,287.14
da,287.14,287.3
"Alice,",287.3,287.68
quando,288.24,288.54
chegou,288.54,288.8
à,288.8,288.96
"porta,",288.96,289.4
descobriu,289.78,290.2
que,290.2,290.3
se,290.3,290.44
esqueceram,290.44,290.94
da,290.94,291.02
pequena,291.02,291.42
chave,291.42,291.72
de,291.72,291.88
"ouro,",291.88,292.18
e,292.54,292.76
ao,292.76,292.84
regressar,292.84,293.3
à,293.3,293.42
"mesa,",293.42,293.78
percebeu,294.18,294.58
que,294.58,294.7
nunca,294.7,295.12
poderia,295.12,295.5
alcançá-la.,295.5,296.22
Via,296.88,297.16
perfeitamente,297.16,297.96
através,297.96,298.3
do,298.3,298.54
"vidro,",298.54,298.94
e,299.32,299.5
tentou,299.5,299.84
tudo,299.84,300.2
por,300.2,300.46
tudo,300.46,300.8
para,300.8,301.38
trepar,301.38,302.14
por,302.14,302.56
uma,302.56,302.7
das,302.7,302.9
pernas,302.9,303.2
da,303.2,303.36
"mesa,",303.36,303.68
mas,304.28,304.62
eram,304.62,304.8
demasiado,304.8,305.44
escorregadias.,305.44,306.28
E,307.26,307.4
quando,307.4,307.58
se,307.58,307.74
cansou,307.74,308.04
de,308.04,308.2
"tentar,",308.2,308.54
a,309.0,309.16
pobrezinha,309.16,309.62
sentou-se,309.62,310.26
a,310.26,310.5
chorar.,310.5,310.86
