text,start,end
и,78.38,78.46
Семерка,78.46,79.08
молча,79.08,79.82
взглянули,79.82,80.36
на,80.36,80.5
Двойку.,80.5,80.96
—,81.7,81.74
Дело,81.74,82.08
в,82.08,82.26
"том,",82.26,82.56
—,82.68,82.74
прошептал,82.74,83.28
"Двойка,",83.28,83.74
—,83.78,84.12
что,84.12,84.38
здесь,84.38,84.82
нужно,84.82,85.02
было,85.02,85.46
посадить,85.46,86.16
куст,86.16,86.56
красных,86.56,87.2
"роз,",87.2,87.56
а,87.94,88.28
мы,88.28,88.6
по,88.6,88.82
ошибке,88.82,89.38
посадили,89.38,90.12
белые.,90.16,90.72
Если,91.42,91.74
Королева,91.74,92.28
"узнает,",92.28,92.82
она,92.9,93.04
наверняка,93.04,93.74
велит,93.74,94.14
отрубить,94.14,94.64
нам,94.68,94.82
головы.,94.82,95.38
Вот,95.82,96.12
мы,96.12,96.32
и,96.32,96.44
спешим,96.44,97.0
перекрасить,97.0,97.8
"их,",97.8,97.96
прежде,98.1,98.56
чем…,98.56,99.06
—,99.54,99.66
"Королева,",99.66,100.12
королева!,100.24,100.74
—,100.9,100.96
шепнул,100.96,101.3
вдруг,101.3,101.52
"Пятерка,",101.52,102.0
который,102.12,102.34
все,102.34,102.56
время,102.56,102.9
тревожно,102.9,103.52
озирался,103.54,104.06
по,104.06,104.3
сторонам.,104.3,104.9
Все,105.46,105.94
три,105.94,106.18
садовника,106.18,106.98
тотчас,106.98,107.8
упали,107.8,108.36
низ.,108.36,108.8
Послышались,109.56,110.38
приближающиеся,110.38,111.54
"шаги,",111.54,112.06
и,112.56,112.7
Алиса,112.7,113.14
обернулась.,113.14,113.96
Ей,114.36,114.62
не,114.62,114.76
терпелось,114.76,115.5
увидеть,115.5,116.06
Королеву.,116.06,116.96
Впереди,117.46,118.02
шли,118.02,118.4
десять,118.4,118.82
солдат,118.82,119.32
с,119.32,119.44
булавами.,119.44,120.1
Солдаты,120.72,121.32
были,121.32,121.54
похожи,121.54,122.12
на,122.12,122.26
"садовников,",122.26,123.0
такие,123.52,123.8
же,123.8,124.04
четырехугольные,124.04,124.98
и,124.98,125.14
"плоские,",125.14,125.68
с,125.84,125.98
руками,125.98,126.5
и,126.5,126.82
ногами,126.82,127.32
по,127.32,127.5
углам.,127.5,127.96
За,128.74,128.96
ними,128.96,129.26
шли,129.26,129.54
попарно,129.54,130.14
десять,130.14,130.74
"придворных,",130.74,131.52
все,131.94,132.16
разукрашенные,132.16,133.03
бриллиантами.,133.03,133.84
Потом,134.48,134.92
следовали,134.92,135.56
королевские,135.56,136.3
"дети,",136.3,136.72
их,137.04,137.24
было,137.24,137.5
"десять,",137.5,138.12
одежда,138.56,139.09
их,139.09,139.22
украшали,139.22,139.84
"гербы,",139.84,140.46
вышитые,140.7,141.24
червонным,141.24,141.94
золотом.,141.94,142.6
Они,143.14,143.4
"бежали,",143.4,143.92
взявшись,144.0,144.5
за,144.5,144.66
руки,144.66,144.96
и,144.96,145.18
весело,145.18,145.58
подпрыгивая.,145.58,146.4
За,147.1,147.32
детьми,147.32,147.76
шли,147.76,148.02
"гости,",148.02,148.52
по,148.98,149.18
большей,149.18,149.58
части,149.58,149.96
короли,149.96,150.58
и,150.58,150.82
королевы.,150.82,151.58
Бедный,152.22,152.7
кролик,152.7,153.26
тоже,153.26,153.9
был,153.9,154.18
тут.,154.18,154.52
Он,154.8,155.28
быстро,155.28,155.74
и,155.74,156.22
возбужденно,156.22,156.9
"говорил,",156.9,157.38
улыбался,157.66,158.2
"всему,",158.2,158.58
что,158.58,158.88
говорили,158.88,159.32
"другие,",159.32,159.82
и,160.28,160.44
прошел,160.44,160.84
"мимо,",160.84,161.22
не,161.34,161.52
заметив,161.52,161.98
Алису.,161.98,162.54
Затем,163.7,164.2
шел,164.2,164.44
червонный,164.44,164.98
валет,164.98,165.46
с,165.46,165.98
пунцовой,165.98,166.52
бархатной,166.52,167.12
"подушкой,",167.12,167.74
на,168.16,168.3
которой,168.3,168.84
лежала,168.84,169.54
корона,169.54,170.08
короля.,170.08,170.62
"И,",171.4,171.6
"наконец,",171.7,172.08
замыкали,172.24,172.68
эту,172.68,172.92
блестящую,172.92,173.6
процессию,173.6,174.36
король,174.36,175.18
и,175.18,175.58
королева,175.58,176.16
червей.,176.16,176.76
Алиса,177.74,178.18
не,178.18,178.36
"знала,",178.36,178.76
надо,179.16,179.38
ли,179.38,179.56
ей,179.56,179.7
последовать,179.7,180.34
примеру,180.34,180.79
садовников,180.79,181.48
и,181.48,181.72
упасть,181.72,182.14
в,182.14,182.32
ниц.,182.32,182.64
"Нет,",183.02,183.38
"наверное,",183.66,184.1
не,184.26,184.36
"нужно,",184.36,184.62
решила,184.7,185.02
"она,",185.02,185.3
иначе,185.62,186.22
зачем,186.22,186.41
устраивать,186.41,187.14
"процессии,",187.14,187.96
если,188.28,188.66
все,188.66,189.08
станут,189.08,189.48
падать,189.48,189.84
в,189.84,189.94
"ниц,",189.94,190.18
ведь,190.6,190.82
тогда,190.82,191.1
никто,191.1,191.44
ничего,191.44,191.8
не,191.8,192.0
увидит.,192.0,192.46
Алиса,192.98,193.48
продолжала,193.48,194.1
стоять.,194.1,194.64
Когда,195.28,195.56
король,195.56,196.04
и,196.04,196.14
королева,196.14,196.7
поравнялись,196.7,197.8
с,197.8,197.96
"ней,",197.96,198.14
все,198.32,198.48
остановились.,198.48,199.34
И,199.84,200.04
"королева,",200.04,200.64
обратившись,200.76,201.42
к,201.42,201.54
червонному,201.54,202.14
"валету,",202.14,202.66
строго,202.84,203.2
"спросила,",203.2,203.88
—,204.26,204.6
Кто,204.6,204.92
это,204.92,205.2
еще?,205.2,205.48
Но,206.22,206.44
он,206.44,206.64
только,206.64,206.96
поклонился,206.96,207.76
и,207.76,208.36
улыбнулся.,208.36,209.14
—,209.46,209.56
Болван!,209.56,210.2
—,210.7,210.8
рявкнула,210.8,211.34
"королева,",211.34,211.84
гневно,211.98,212.34
качнув,212.34,212.8
головой.,212.8,213.24
—,213.5,213.78
Как,213.78,213.98
тебя,213.98,214.2
"зовут,",214.2,214.6
дитя?,214.76,215.08
—,215.52,215.64
обратилась,215.64,216.14
она,216.14,216.34
к,216.34,216.48
Алисе.,216.48,216.9
—,217.4,217.66
Меня,217.66,217.88
зовут,217.88,218.26
"Алиса,",218.26,218.78
ваше,218.9,219.12
"величество,",219.12,219.72
—,220.0,220.02
почтительно,220.02,220.56
ответила,220.58,221.06
"та,",221.06,221.38
но,221.74,221.9
подумала,221.9,222.48
про,222.48,222.68
себя.,222.68,223.0
—,223.64,223.72
Да,223.72,223.78
ведь,223.78,223.96
это,223.96,224.16
просто,224.16,224.58
колодок,224.58,225.12
"карт,",225.12,225.44
и,225.84,225.96
мне,225.96,226.1
их,226.1,226.26
бояться,226.26,226.72
нечего.,226.72,227.32
—,227.74,228.0
А,228.0,228.16
это,228.16,228.46
кто?,228.46,228.78
—,229.2,229.34
спросила,229.34,229.76
"королева,",229.76,230.34
указав,230.5,231.0
на,231.0,231.16
"садовников,",231.16,231.8
лежавших,232.14,232.74
ничком,232.74,233.26
под,233.26,233.48
кустом,233.48,233.96
роз.,233.96,234.26
Так,235.88,236.08
как,236.08,236.26
они,236.26,236.46
лежали,236.46,237.4
лицами,237.4,237.86
"вниз,",237.86,238.26
а,238.52,238.64
рубашки,238.64,239.12
у,239.12,239.24
всех,239.24,239.42
карт,239.42,239.62
в,239.62,239.84
колоде,239.84,240.16
"одинаковы,",240.16,240.86
то,241.34,241.5
королева,241.5,242.38
и,242.38,242.56
не,242.56,242.68
могла,242.68,242.96
"понять,",242.96,243.5
солдаты,243.78,244.52
это,244.52,244.78
или,244.78,244.98
"садовники,",244.98,245.9
придворные,246.04,246.88
или,246.88,247.44
даже,247.44,247.7
ее,247.7,247.9
собственные,247.9,248.46
дети.,248.46,248.84
—,249.32,249.42
Откуда,249.42,249.82
я,249.82,249.98
знаю?,249.98,250.4
—,250.68,250.72
ответила,250.72,251.18
"Алиса,",251.18,251.7
сама,251.98,252.28
удивляясь,252.28,253.02
собственной,253.02,253.54
смелости.,253.82,254.1
—,254.82,254.84
Это,254.84,255.0
не,255.0,255.18
мое,255.18,255.46
дело.,255.46,255.88
Королева,256.48,257.12
пообогравела,257.12,257.92
от,257.92,258.06
гнева,258.06,258.56
"и,",258.56,258.94
сверкнув,259.02,259.48
на,259.48,259.6
Алису,259.6,259.94
"глазами,",259.94,260.56
гаркнула,260.94,261.62
изо,261.62,261.84
всех,261.84,262.02
сил.,262.02,262.38
—,262.82,262.98
Отрубить,262.98,263.52
ей,263.52,263.68
голову!,263.68,264.3
Отру!,264.3,265.0
