text,start,end
the,63.8,63.92
people,63.92,64.14
of,64.14,64.32
Bradford,64.32,64.74
had,64.74,64.92
second,64.92,65.26
thoughts,65.26,65.58
about,65.58,65.82
visiting,65.82,66.18
the,66.18,66.4
well.,66.4,66.64
That,67.34,67.56
the,67.56,67.7
people,67.7,67.94
of,67.94,68.12
Bradford,68.12,68.6
bore,68.6,68.88
the,68.88,69.06
brunt,69.06,69.36
of,69.36,69.48
the,69.48,69.62
beast's,69.62,69.98
ferocity,69.98,70.5
was,70.5,70.72
unfair,70.72,71.14
in,71.14,71.34
the,71.34,71.38
eyes,71.38,71.62
of,71.62,71.8
the,71.8,71.9
people,71.9,72.14
of,72.14,72.32
the,72.32,72.42
region.,72.42,72.76
"Eventually,",73.36,73.9
the,74.06,74.22
issue,74.22,74.44
reached,74.44,74.74
the,74.74,74.9
ears,74.9,75.12
of,75.12,75.32
the,75.32,75.42
kindly,75.42,75.74
lord,75.74,76.04
of,76.04,76.2
the,76.2,76.32
"manor,",76.32,76.7
who,76.94,77.06
the,77.06,77.18
people,77.18,77.44
had,77.46,77.64
often,77.64,77.98
asked,77.98,78.34
for,78.34,78.52
help.,78.52,78.84
The,79.48,79.7
lord,79.7,79.94
saw,79.94,80.18
the,80.18,80.36
severity,80.36,80.76
of,80.76,81.04
the,81.04,81.16
problem,81.16,81.46
the,81.46,81.64
people,81.64,81.9
"faced,",81.9,82.34
and,82.42,82.58
suggested,82.58,82.98
a,82.98,83.22
contest,83.22,83.62
could,83.62,83.86
solve,83.86,84.16
the,84.16,84.32
problem.,84.32,84.74
He,85.42,85.62
said,85.62,85.82
that,85.82,85.96
whoever,85.96,86.22
could,86.22,86.52
kill,86.52,86.74
the,86.74,86.92
boar,86.92,87.24
and,87.24,87.62
bring,87.62,87.84
as,87.84,88.0
proof,88.0,88.36
its,88.36,88.58
head,88.58,88.88
to,88.88,89.02
the,89.02,89.16
manor,89.16,89.44
house,89.44,89.76
would,89.8,90.0
be,90.0,90.12
rewarded,90.12,90.6
with,90.6,90.86
land,90.86,91.18
and,91.18,91.36
fame.,91.36,91.72
It,92.12,92.3
was,92.3,92.44
the,92.44,92.6
people,92.6,92.84
of,92.84,93.02
Bradford,93.02,93.5
and,93.5,93.64
the,93.64,93.76
people,93.76,94.02
who,94.02,94.22
knew,94.22,94.48
them,94.48,94.68
who,94.68,94.84
rejoiced,94.84,95.34
at,95.34,95.48
this,95.48,95.62
"proclamation,",95.62,96.24
but,96.32,96.58
one,96.58,96.82
question,96.82,97.2
"remained,",97.2,97.7
who,98.1,98.3
would,98.3,98.46
kill,98.46,98.68
the,98.68,98.86
boar?,98.86,99.18
By,99.8,100.04
the,100.04,100.2
handsome,100.2,100.48
"reward,",100.48,101.0
many,101.32,101.52
felt,101.52,101.82
"tempted,",101.82,102.26
but,102.6,102.8
the,102.8,102.96
thought,102.96,103.16
of,103.16,103.32
the,103.32,103.46
boar,103.46,103.7
with,103.7,103.92
its,103.92,104.08
deadly,104.08,104.36
tusks,104.42,104.9
and,104.9,105.06
face,105.06,105.38
like,105.38,105.6
thunder,105.6,105.98
soon,105.98,106.3
put,106.3,106.54
an,106.54,106.68
end,106.68,106.9
to,106.9,107.06
their,107.06,107.2
ambitions.,107.2,107.64
However,108.56,108.88
there,108.88,109.06
was,109.06,109.22
one,109.22,109.46
"huntsman,",109.46,109.98
who,110.3,110.44
was,110.44,110.58
still,110.58,110.78
wet,110.78,110.98
behind,110.98,111.26
the,111.26,111.46
"ears,",111.46,111.8
who,112.24,112.38
decided,112.38,112.74
the,112.74,112.94
prize,112.94,113.2
was,113.2,113.44
worth,113.44,113.7
a,113.7,113.86
shot,113.86,114.1
in,114.1,114.26
spite,114.26,114.5
of,114.5,114.66
the,114.66,114.76
boar's,114.76,115.06
reputation.,115.06,115.62
The,116.18,116.36
huntsman,116.36,116.72
discovered,116.72,117.16
the,117.16,117.36
boar,117.36,117.58
preferred,117.58,117.94
to,117.94,118.14
come,118.14,118.34
out,118.34,118.48
in,118.48,118.6
the,118.6,118.7
middle,118.7,118.84
of,118.84,118.98
the,118.98,119.08
"day,",119.08,119.36
so,119.94,120.18
he,120.18,120.2
went,120.2,120.54
to,120.54,120.7
the,120.7,120.8
wood,120.8,121.02
by,121.02,121.22
the,121.22,121.36
well,121.36,121.62
with,121.62,121.82
his,121.82,121.96
good,121.96,122.18
bow,122.18,122.56
to,122.56,123.0
bide,123.0,123.28
his,123.28,123.48
time.,123.48,123.9
Around,124.24,124.6
noontime,124.6,125.14
the,125.14,125.3
"boar,",125.3,125.6
feared,125.72,125.96
by,125.96,126.14
the,126.14,126.3
"locals,",126.3,126.64
came,126.82,127.0
"out,",127.0,127.28
as,127.64,127.86
slow,127.86,128.16
as,128.16,128.34
a,128.34,128.48
"snail,",128.48,128.84
from,129.3,129.48
among,129.48,129.72
the,129.72,129.88
"trees,",129.88,130.3
just,130.42,130.54
as,130.54,130.7
the,130.7,130.82
huntsman,130.82,131.18
had,131.18,131.32
predicted.,131.32,131.74
The,132.36,132.5
huntsman,132.5,132.9
leapt,132.9,133.18
from,133.18,133.38
his,133.38,133.54
hiding,133.54,133.8
place,133.8,134.16
and,134.16,134.38
through,134.38,134.58
the,134.58,134.78
heart,134.78,135.04
with,135.04,135.24
his,135.24,135.4
fine,135.4,135.7
arrows,135.7,136.12
shot,136.12,136.5
the,136.5,136.7
boar.,136.7,137.06
Now,137.52,137.74
the,137.74,137.92
problem,137.92,138.2
was,138.2,138.38
no,138.38,138.56
longer,138.56,138.88
to,138.88,139.08
kill,139.08,139.28
the,139.28,139.44
"boar,",139.44,139.76
it,140.22,140.4
was,140.4,140.54
to,140.54,140.68
find,140.68,140.92
a,140.92,141.06
way,141.06,141.16
to,141.16,141.34
carry,141.34,141.6
the,141.6,141.78
boar,141.78,142.04
back.,142.06,142.44
The,143.06,143.22
head,143.22,143.4
was,143.4,143.58
too,143.58,143.74
heavy,143.74,144.02
for,144.02,144.18
the,144.18,144.32
little,144.32,144.48
huntsman,144.48,144.9
to,144.9,145.06
carry,145.06,145.3
back,145.3,145.56
to,145.56,145.72
the,145.72,145.84
"manor-house,",145.84,146.44
but,146.82,146.94
the,146.94,147.01
"huntsman,",147.01,147.52
who,147.8,147.98
was,147.98,148.14
as,148.14,148.32
quick-witted,148.32,148.84
and,148.84,149.02
cunning,149.02,149.3
as,149.3,149.5
"ever,",149.5,149.72
asked,149.84,150.08
"himself,",150.08,150.5
what,150.76,151.06
else,151.06,151.36
can,151.36,151.54
I,151.54,151.68
do,151.68,151.86
to,151.86,152.04
prove,152.04,152.28
I,152.28,152.46
killed,152.46,152.68
the,152.68,152.86
boar?,152.86,153.2
The,153.84,154.02
next,154.02,154.24
instance,154.24,154.58
he,154.58,154.78
opened,154.78,155.04
the,155.04,155.2
boar's,155.2,155.54
mouth,155.54,155.8
and,155.8,156.0
cut,156.0,156.18
out,156.18,156.32
its,156.32,156.48
"tongue,",156.48,156.86
taking,157.2,157.46
that,157.46,157.72
as,157.72,157.9
proof,157.9,158.18
for,158.22,158.38
the,158.38,158.5
Lord.,158.5,158.8
He,159.34,159.54
set,159.54,159.74
out,159.74,159.88
for,159.88,160.02
the,160.02,160.16
manor-house,160.16,160.62
as,160.62,160.8
quickly,160.8,161.12
as,161.12,161.36
he,161.36,161.48
"could,",161.48,161.78
and,162.22,162.36
he,162.36,162.48
had,162.48,162.6
only,162.6,162.84
been,162.84,163.04
gone,163.04,163.22
a,163.22,163.36
few,163.36,163.5
minutes,163.56,163.8
when,163.8,164.0
a,164.0,164.12
second,164.12,164.36
"huntsman,",164.36,164.84
not,165.0,165.18
so,165.18,165.38
bold,165.38,165.68
as,165.68,165.84
the,165.84,165.98
"first,",165.98,166.28
but,166.4,166.52
a,166.52,166.6
little,166.6,166.72
more,166.72,166.94
"cunning,",166.94,167.32
came,167.7,167.83
on,167.83,168.12
the,168.12,168.24
scene.,168.24,168.6
Seeing,169.46,169.52
the,169.52,169.68
slain,169.68,169.94
carcass,169.94,170.38
of,170.38,170.52
the,170.52,170.66
"boar,",170.66,170.96
the,171.06,171.2
huntsman,171.2,171.58
rejoiced,171.58,172.04
in,172.04,172.18
his,172.18,172.32
good,172.32,172.52
fortune.,172.52,172.96
The,173.3,173.5
second,173.5,173.8
huntsman,173.8,174.2
knew,174.2,174.34
a,174.34,174.48
shortcut,174.48,174.78
to,174.78,175.02
the,175.02,175.16
manor-house,175.16,175.68
was,175.68,175.9
just,175.9,176.12
around,176.12,176.4
the,176.4,176.54
nearby,176.54,176.82
"pond,",176.82,177.36
and,177.66,177.86
being,177.86,178.12
a,178.12,178.3
bigger,178.3,178.52
man,178.52,178.8
than,178.8,178.94
the,178.94,179.08
"first,",179.08,179.32
was,179.44,179.54
able,179.54,179.74
to,179.74,179.94
pick,179.94,180.1
up,180.1,180.22
the,180.22,180.36
boar's,180.36,180.68
head,180.68,180.88
and,180.88,181.06
carry,181.06,181.36
it,181.36,181.54
through,181.54,181.66
the,181.66,181.8
wood,181.8,182.06
towards,182.06,182.44
the,182.44,182.64
prize,182.64,182.96
that,182.96,183.1
awaited,183.1,183.46
him.,183.46,183.68
The,183.92,184.12
Lord,184.12,184.32
of,184.32,184.46
the,184.46,184.58
manor,184.58,184.84
was,184.84,185.02
seated,185.02,185.28
in,185.28,185.48
his,185.48,185.64
hall,185.64,185.96
when,185.96,186.12
the,186.12,186.28
second,186.28,186.52
huntsman,186.52,186.96
burst,186.96,187.26
through,187.26,187.44
the,187.44,187.56
door,187.56,187.84
and,187.84,188.02
began,188.02,188.24
to,188.24,188.44
spin,188.44,188.64
a,188.64,188.78
line.,188.78,189.12
"""'The",189.8,189.96
woes,189.96,190.3
of,190.3,190.46
Bradford,190.46,190.92
are,190.92,191.1
"ended,'",191.1,191.56
he,191.56,191.68
announced.,191.68,192.16
"""'With",192.5,192.76
my,192.76,192.94
own,192.94,193.2
hand,193.2,193.6
I,193.6,193.8
have,193.8,193.94
slain,193.94,194.36
the,194.36,194.52
boar.',194.52,195.14
And,195.34,195.58
with,195.58,195.74
"that,",195.74,196.02
at,196.12,196.2
the,196.2,196.32
feet,196.32,196.52
of,196.52,196.66
his,196.66,196.8
"lord,",196.8,197.08
he,197.18,197.3
dropped,197.3,197.52
the,197.52,197.68
boar's,197.68,198.02
enormous,198.02,198.36
head.,198.36,198.78
And,199.44,199.5
he,199.5,199.58
will,199.58,199.7
be,199.7,199.84
"rewarded,",199.84,200.3
as,200.5,200.62
I,200.62,200.74
promised.',200.74,201.44
"""'But",201.9,202.12
first,202.12,202.48
let,202.48,202.68
me,202.68,202.82
examine,202.82,203.24
the,203.24,203.44
head,203.44,203.6
of,203.6,203.72
this,203.72,203.88
"monster,'",203.88,204.46
said,204.46,204.64
the,204.64,204.78
Lord,204.78,204.96
of,204.96,205.1
the,205.1,205.22
manor.,205.22,205.54
To,205.98,206.26
not,206.26,206.46
examine,206.46,206.86
the,206.86,207.06
head,207.06,207.28
in,207.28,207.46
advance,207.46,207.88
had,207.88,208.12
not,208.12,208.32
been,208.32,208.5
very,208.5,208.7
clever,208.7,209.08
on,209.08,209.26
the,209.26,209.38
part,209.38,209.56
of,209.56,209.7
the,209.7,209.8
huntsman.,209.8,210.2
Right,210.6,210.84
away,210.84,211.08
the,211.08,211.26
Lord,211.26,211.48
noticed,211.48,211.8
the,211.8,211.98
tongue,211.98,212.2
of,212.2,212.34
the,212.34,212.46
boar,212.46,212.66
was,212.66,212.84
"missing,",212.84,213.14
and,213.24,213.34
"exclaimed,",213.34,213.84
"""'What",213.92,214.24
is,214.24,214.38
this?,214.38,214.77
A,214.77,215.38
boar,215.38,215.64
with,215.64,215.82
no,215.82,216.0
tongue?',216.0,216.82
He,216.82,217.12
looked,217.12,217.3
at,217.3,217.4
the,217.4,217.52
huntsman,217.52,217.92
dubiously.,217.92,218.62
"""'How",219.3,219.56
come,219.56,219.76
this,219.76,219.92
creature,219.92,220.24
has,220.24,220.44
no,220.44,220.62
tongue?',220.62,220.94
he,220.94,221.08
demanded.,221.08,221.46
All,221.9,222.18
eyes,222.18,222.5
were,222.5,222.7
on,222.7,222.84
the,222.84,222.96
huntsman.,222.96,223.38
The,223.64,223.94
"huntsman,",223.94,224.28
questioned,224.38,224.66
by,224.66,224.84
the,224.84,225.0
"Lord,",225.0,225.2
"replied,",225.34,225.72
"""'I",225.8,226.16
cannot,226.16,226.44
"say,",226.44,226.74
my,226.82,226.96
lord.',226.96,227.56
He,227.8,227.88
was,227.88,228.0
suddenly,228.0,228.24
realizing,228.24,228.8
his,228.8,229.04
tricky,229.04,229.3
situation,229.3,229.92
could,229.92,230.18
end,230.18,230.4
badly,230.4,230.74
for,230.74,231.0
him.,231.0,231.26
Through,231.8,232.1
the,232.1,232.3
door,232.3,232.52
at,232.52,232.7
this,232.7,232.86
moment,232.86,233.16
the,233.16,233.36
first,233.36,233.62
huntsman,233.62,234.06
burst.,234.06,234.5
"""'The",234.82,235.06
woes,235.06,235.4
of,235.4,235.54
Bradford,235.54,235.96
are,235.96,236.12
"ended,'",236.12,236.5
he,236.5,236.62
cried.,236.62,236.96
"""'I",237.24,237.56
have,237.56,237.7
slain,237.7,238.1
the,238.1,238.3
boar,238.3,238.54
the,238.54,238.7
people,238.7,238.98
of,238.98,239.16
Bradford,239.16,239.64
dreaded.',239.64,240.6
All,240.74,241.0
eyes,241.0,241.3
turned,241.3,241.56
to,241.56,241.7
the,241.7,241.84
man,241.84,242.06
who,242.06,242.2
now,242.2,242.42
stood,242.42,242.64
in,242.64,242.76
the,242.76,242.84
doorway.,242.84,243.11
"""'The",243.11,244.0
reward,244.0,244.34
is,244.34,244.54
already,244.54,244.82
"given,'",244.82,245.28
said,245.28,245.48
the,245.48,245.62
Lord,245.62,245.76
of,245.76,245.86
the,245.86,245.98
manor.,245.98,246.25
"""'The",246.25,247.0
man,247.0,247.28
here,247.28,247.58
has,247.58,247.78
brought,247.78,248.02
to,248.02,248.22
me,248.22,248.34
the,248.34,248.54
boar's,248.54,248.88
head.',248.88,249.38
"""'Then",249.74,249.98
where,249.98,250.24
is,250.24,250.4
its,250.4,250.58
tongue?',250.58,251.0
the,251.0,251.18
first,251.18,251.42
huntsman,251.42,251.84
replied.,251.84,252.32
And,252.78,252.98
so,252.98,253.2
"saying,",253.2,253.6
he,253.72,253.82
drew,253.82,253.98
out,253.98,254.14
the,254.14,254.26
boar's,254.26,254.6
tongue,254.6,254.84
he,254.84,255.0
had,255.0,255.16
put,255.16,255.38
in,255.38,255.5
his,255.5,255.64
hunting,255.64,255.92
"pouch,",255.92,256.36
and,256.8,256.9
related,256.9,257.22
how,257.24,257.46
he,257.46,257.62
had,257.62,257.76
ambushed,257.76,258.22
the,258.22,258.3
creature,258.3,258.66
in,258.66,258.82
the,258.82,258.92
wood,258.92,259.12
and,259.12,259.28
cut,259.28,259.44
out,259.44,259.6
its,259.6,259.76
tongue,259.76,260.02
as,260.02,260.22
proof,260.22,260.52
of,260.52,260.66
his,260.66,260.8
victory.,260.8,261.18
Listening,261.84,262.18
to,262.18,262.34
the,262.34,262.48
"tale,",262.48,262.7
the,262.82,262.88
Lord,262.88,263.06
of,263.06,263.18
the,263.18,263.3
manor,263.3,263.6
tried,263.6,263.82
to,263.82,263.98
discern,263.98,264.32
which,264.32,264.62
huntsman,264.62,265.04
was,265.04,265.2
telling,265.2,265.46
him,265.52,265.68
the,265.68,265.82
truth,265.82,266.18
and,266.18,266.62
what,266.62,266.78
the,266.78,266.94
two,266.94,267.12
huntsmen,267.12,267.58
were,267.58,267.72
thinking,267.72,268.08
as,268.08,268.6
they,268.6,268.74
waited,268.74,269.0
for,269.0,269.22
him,269.22,269.38
to,269.38,269.52
make,269.52,269.68
a,269.68,269.76
decision.,269.76,270.22
Almost,270.34,271.04
instantly,271.04,271.56
the,271.56,271.8
Lord,271.8,272.06
saw,272.06,272.34
that,272.34,272.54
the,272.54,272.68
second,272.68,272.94
huntsman,272.94,273.4
had,273.4,273.58
fed,273.58,273.8
him,273.8,273.96
a,273.96,274.1
pack,274.1,274.32
of,274.32,274.5
"lies,",274.5,274.92
and,275.16,275.44
it,275.44,275.7
was,275.7,275.72
the,275.72,275.78
first,275.78,276.04
huntsman,276.04,276.44
who,276.44,276.6
was,276.6,276.74
the,276.74,276.88
true,276.88,277.08
saviour,277.08,277.58
of,277.58,277.7
Bradford.,277.7,278.24
The,278.6,278.8
Lord,278.8,279.02
believed,279.02,279.34
the,279.34,279.52
second,279.52,279.76
huntsman,279.76,280.14
had,280.14,280.28
tried,280.28,280.52
to,280.52,280.72
steal,280.72,280.96
the,280.96,281.14
first,281.14,281.4
huntsman's,281.4,281.92
"prize,",281.92,282.34
and,282.7,282.88
so,282.88,283.06
proclaimed,283.06,283.48
the,283.48,283.68
first,283.68,283.94
huntsman,283.94,284.34
the,284.34,284.48
true,284.48,284.7
victor.,284.7,285.12
The,285.72,285.8
Lord,285.8,286.02
wondered,286.02,286.32
for,286.32,286.54
a,286.54,286.68
moment,286.68,286.9
why,286.9,287.14
he,287.14,287.28
always,287.28,287.54
encountered,287.54,288.0
so,288.0,288.26
much,288.26,288.44
chicanery,288.44,289.04
in,289.04,289.22
his,289.22,289.36
everyday,289.36,289.68
interactions.,289.68,290.38
The,290.52,291.54
huntsman,291.54,291.98
who,291.98,292.16
had,292.16,292.3
earned,292.3,292.5
his,292.5,292.68
prize,292.68,293.12
fair,293.12,293.44
and,293.44,293.64
square,293.64,293.94
received,293.94,294.38
as,294.38,294.56
his,294.56,294.72
reward,294.72,295.06
a,295.06,295.26
piece,295.26,295.46
of,295.46,295.62
land,295.62,295.86
just,295.86,296.1
outside,296.1,296.46
the,296.46,296.64
"town,",296.64,297.0
known,297.42,297.68
thereafter,297.68,298.16
as,298.16,298.46
Hunt,298.46,298.72
Yard.,298.72,299.14
His,299.62,299.84
fame,299.84,300.1
was,300.1,300.28
indeed,300.28,300.54
"assured,",300.54,301.0
but,301.18,301.28
it,301.28,301.36
was,301.36,301.5
not,301.5,301.66
nearly,301.66,301.94
as,301.94,302.14
lasting,302.14,302.56
as,302.56,302.78
that,302.78,302.92
of,302.92,303.06
the,303.06,303.18
fearsome,303.18,303.58
Bradford,303.58,304.04
boar.,304.04,304.46
