text,start,end
fie,93.06,93.38
o,93.38,93.88
tufă,93.88,94.2
de,94.2,94.32
trantafir,94.32,94.8
"roșii,",94.8,95.24
iar,95.58,95.84
noi,95.84,96.02
din,96.02,96.2
greșeală,96.2,96.82
am,96.82,96.98
sădit,96.98,97.28
un,97.28,97.48
trantafir,97.48,97.98
alb,97.98,98.4
și,98.4,98.9
dacă,98.9,99.14
descuperă,99.14,99.76
regina,99.76,100.28
boroboanță,100.28,101.68
"asta,",101.68,102.12
pune,102.32,102.66
să,102.66,102.82
ne,102.82,103.28
taie,103.28,103.56
capul,103.56,103.92
la,103.92,104.08
"toți,",104.08,104.42
așa,104.94,105.16
că,105.16,105.26
încercăm,105.26,105.78
și,105.78,105.94
noi,105.94,106.06
să,106.06,106.22
facem,106.22,106.56
ce,106.56,106.7
putem,106.7,107.04
înainte,107.04,107.6
să,107.6,107.8
vină,107.8,108.1
"dânsa.""",108.1,108.74
Chiar,109.74,109.94
atunci,109.94,110.32
"cinci,",110.32,110.72
care,110.82,110.96
își,110.96,111.1
plimba,111.1,111.38
îngrijorat,111.38,111.9
privirele,111.9,112.42
prin,112.42,112.58
"grădină,",112.58,113.04
"exclamă,",113.12,113.48
"""-",113.98,114.04
"Regina,",114.04,114.56
"regina!""",114.7,115.22
Și,116.0,116.18
într-o,116.18,116.44
clipă,116.44,116.78
cei,116.78,117.0
trei,117.0,117.22
grădinari,117.22,117.76
se,117.76,117.9
aruncară,117.9,118.34
cu,118.34,118.46
fața,118.46,118.74
la,118.74,118.86
pământ.,118.86,119.36
Se,119.54,119.72
auzit,119.72,120.1
tropul,120.1,120.48
de,120.48,120.64
"pași,",120.64,121.02
se,121.08,121.16
apropia,121.16,121.66
alaiul,121.66,122.06
reginei.,122.06,122.66
Alice,123.18,123.6
întoarse,123.6,124.08
"capul,",124.08,124.54
foarte,124.62,124.86
curioasă,124.86,125.38
să,125.38,125.5
o,125.5,125.6
vadă.,125.6,125.96
În,126.58,126.8
fruntea,126.8,127.2
alaiului,127.2,127.7
pășau,127.7,128.54
zece,128.54,128.94
"oșteni,",128.94,129.46
purtând,129.54,130.08
hale,130.08,131.28
brade,131.28,131.76
în,131.76,132.04
formă,132.04,132.42
de,132.42,132.54
"trefle,",132.54,132.98
aveau,133.54,133.92
aceeași,133.92,134.26
înfățișare,134.26,134.94
ca,134.94,135.12
și,135.12,135.26
cei,135.26,135.48
trei,135.48,135.7
"grădinari,",135.7,136.26
lunguieți,136.68,137.3
și,137.3,137.5
"turtiți,",137.5,138.05
iar,138.05,138.36
mâinile,138.36,138.74
și,138.74,138.92
picioarele,138.92,139.58
le,139.58,140.12
țineau,140.12,140.48
întinse,140.48,140.98
spre,140.98,141.26
cele,141.26,141.5
patru,141.5,141.84
colțuri.,141.84,142.4
Urmară,145.0,145.54
zece,145.54,145.84
curteni.,145.84,146.76
În,146.86,147.08
loc,147.08,147.42
de,147.42,148.1
diamante,148.1,148.68
purtau,148.68,149.64
presărate,149.64,150.72
pești,150.72,151.62
peste,151.62,152.02
tot,152.02,152.28
veșmântul,152.28,153.02
carouri.,153.02,153.8
Ca,154.46,154.62
și,154.62,154.78
oștenii,154.78,155.36
treceau,155.36,155.8
doi,155.8,156.06
câte,156.06,156.3
doi.,156.3,156.64
După,157.28,157.62
ei,157.62,157.82
veneau,157.82,158.2
"copiii,",158.2,158.84
perechi,159.1,159.54
regale.,159.54,160.18
Erau,160.44,160.82
zece,160.82,161.32
la,161.32,161.82
număr,161.82,162.22
și,162.22,162.34
drăguții,162.34,162.9
de,162.9,163.04
ei,163.04,163.2
țăpăiau,163.2,163.92
"voioși,",163.92,164.56
ținându-se,164.58,165.16
de,165.16,165.34
mână.,165.34,165.7
Doi,167.58,167.94
câte,167.94,168.2
"doi,",168.2,168.6
toți,168.96,169.18
erau,169.18,169.4
împodobiți,169.4,170.02
cu,170.02,170.18
inimi.,170.18,170.64
Urmau,170.92,171.3
"oaspeții,",171.3,172.14
cei,172.22,172.44
mai,172.44,172.56
mulți,172.56,172.8
dintre,172.8,173.16
"ei,",173.16,173.5
regi,173.66,173.98
și,173.98,174.12
regine.,174.12,174.64
Printre,175.06,175.44
"dânsii,",175.44,175.9
Alice,175.98,176.3
îl,176.3,176.54
recunoscu,176.54,177.0
pe,177.0,177.14
iepurele,177.14,177.7
alb.,177.7,178.04
Era,178.32,178.6
plin,178.6,178.94
de,178.94,179.08
"neastâmpăr,",179.08,179.82
vorbea,179.92,180.3
pripit,180.3,180.74
și,180.74,181.02
zâmbea,181.02,181.46
la,181.46,181.66
orice,181.66,182.08
spunea.,182.08,182.6
Trecu,183.1,183.4
pe,183.4,183.58
lângă,183.58,183.88
"ea,",183.88,184.04
fără,184.14,184.36
să,184.36,184.44
o,184.44,184.52
observe.,184.52,184.9
În,185.92,186.14
urma,186.14,186.34
acestora,186.34,186.86
venea,186.86,187.28
fantele,187.28,187.76
de,187.76,187.94
"cupă,",187.94,188.36
purtând,188.68,189.14
coroana,189.14,189.6
regelui,189.6,190.14
pe,190.14,190.34
o,190.34,190.46
pernă,190.46,190.92
de,190.92,191.04
catifea,191.04,191.54
purpurie.,191.54,192.1
Tot,192.98,193.2
acest,193.2,193.52
măreț,193.52,193.94
ala,193.94,194.22
i,194.22,194.34
fu,194.34,194.44
încheiat,194.44,194.76
de,194.76,194.88
regele,194.88,195.24
și,195.24,195.34
regina,195.34,195.74
de,195.74,195.96
"cupă,",195.96,196.36
împodobiți,196.68,197.38
de,197.38,197.54
sus,197.54,197.8
până,197.8,198.08
jos,198.08,198.28
cu,198.28,198.5
inimi.,198.5,198.94
Alice,199.54,199.92
se,199.92,200.1
întrebă,200.1,200.5
dacă,200.5,200.7
nu,200.7,200.84
cumva,200.84,201.18
s-ar,201.18,201.34
cuveni,201.34,201.74
să,201.74,201.9
stea,201.9,202.18
și,202.18,202.32
ea,202.32,202.44
cu,202.44,202.58
fața,202.58,202.84
la,202.84,202.98
"pământ,",202.98,203.42
că,203.9,204.08
cei,204.08,204.3
trei,204.3,204.5
"grădinari,",204.5,205.12
dar,205.36,206.18
nu,206.18,206.34
și-amintea,206.34,206.94
să,206.94,207.08
fie,207.08,207.38
auzit,207.38,207.96
că,207.96,208.14
asta,208.14,208.36
e,208.36,208.42
obligatoriu,208.42,209.12
când,209.12,209.44
aseși,209.44,209.76
la,209.76,209.9
o,209.9,210.02
paradă.,210.02,210.78
Și,211.06,211.18
apoi,211.18,211.54
își,211.54,211.86
zicea,211.86,212.2
ea,212.2,212.38
la,212.38,212.64
ce,212.64,212.78
folos,212.78,213.12
toată,213.12,213.4
"parada,",213.4,213.86
dacă,214.04,214.3
lumea,214.3,214.64
trebuie,214.64,214.96
să,214.96,215.1
stea,215.1,215.36
cu,215.36,215.46
fața,215.46,215.72
la,215.72,215.84
pământ,215.84,216.16
și,216.16,216.3
să,216.3,216.44
n-o,216.44,216.66
vadă.,216.66,217.14
Așa,217.74,218.1
că,218.1,218.26
rămase,218.26,218.74
unde,218.74,218.92
se,218.92,219.5
găsea,219.5,219.88
și,219.88,220.1
așteptă.,220.1,220.64
Când,221.46,221.72
alaia,221.72,221.98
îl,221.98,222.1
trecu,222.1,222.32
prin,222.32,222.52
fața,222.52,222.86
"Alicei,",222.86,223.38
cu,223.46,223.58
toții,223.58,223.88
se,223.88,224.02
opriră,224.02,224.5
și,224.5,224.62
se,224.62,224.76
uitară,224.76,225.14
la,225.14,225.26
"ea,",225.26,225.48
iar,225.82,226.04
regina,226.04,226.42
întrebă,226.42,226.8
cu,226.8,226.9
asprime.,226.9,227.34
–,227.56,228.14
Asta,228.14,228.38
cine,228.38,228.62
e?,228.62,228.82
Pe,229.76,229.96
fantele,229.96,230.46
de,230.46,230.62
cupă,230.62,230.94
îl,230.94,231.06
"întrebase,",231.06,231.66
dar,231.98,232.16
"el,",232.16,232.38
drept,232.46,232.64
"răspuns,",232.64,233.16
făcu,233.3,233.54
doar,233.54,233.72
o,233.72,233.82
plecăciune,233.82,234.36
și,234.36,234.54
zâmbi.,234.54,234.96
–,235.54,235.58
"Neghiobule,",235.58,236.38
spuse,236.54,236.96
"regina,",236.96,237.4
dând,237.48,237.68
arțăgos,237.68,238.18
capul,238.18,238.6
pe,238.6,238.74
"spate,",238.74,239.08
apoi,239.2,239.36
întorcându-se,239.36,239.94
către,239.94,240.26
Alice.,240.26,240.54
–,241.02,241.12
Cum,241.12,241.3
te,241.3,241.44
"numești,",241.44,241.76
fetițo?,241.86,242.28
–,243.1,243.16
Mă,243.16,243.3
numesc,243.3,243.62
"Alice,",243.62,243.94
cu,244.08,244.18
voia,244.18,244.48
majestății,244.48,245.2
"voastre,",245.2,245.68
prostit,245.84,246.24
însa,246.24,246.52
foarte,246.52,246.84
"cuvincioasă,",246.84,247.62
dar,247.96,248.12
în,248.12,248.26
gândul,248.26,248.58
ei,248.58,248.68
adăugă.,248.68,249.22
–,249.72,249.84
"A,",249.84,249.92
nu-s,250.42,250.78
decât,250.78,251.18
un,251.18,251.36
pachet,251.36,251.8
cu,251.8,251.98
cărți,251.98,252.36
de,252.36,252.52
"joc,",252.52,252.86
la,253.0,253.12
urma,253.12,253.32
urmelor.,253.32,253.84
–,254.36,254.46
N-are,254.46,254.7
de,254.7,254.88
ce,254.88,255.0
să-mi,255.0,255.24
fie,255.24,255.44
teamă,255.44,255.82
de,255.82,255.96
ei.,255.96,256.14
–,257.38,257.46
Și,257.46,257.6
ăștia,257.6,257.82
cine,257.82,258.06
sunt?,258.06,258.36
întrebă,258.5,258.84
"regina,",258.84,259.22
arătând,261.56,263.6
cu,263.6,263.8
degetul,263.8,264.22
spre,264.22,264.48
cei,264.48,264.82
trei,264.82,265.04
grădinari,265.04,265.58
așternuți,265.58,266.04
la,266.04,266.2
pământ,266.2,266.58
în,266.58,266.74
preajma,266.74,267.16
tufei,267.16,267.58
de,267.58,267.72
trandafiri.,267.72,268.28
–,269.06,269.14
Fiindcă,269.14,269.4
"vedeți,",269.4,269.72
"dumneavoastră,",269.8,270.32
cum,270.4,270.5
stăteau,270.5,270.96
ei,270.96,271.14
cu,271.14,271.32
fața,271.32,271.68
la,271.68,271.8
"pământ,",271.8,272.3
iar,272.64,272.84
pe,272.84,272.94
spate,272.94,273.32
purtau,273.32,273.84
aceleași,273.84,274.3
semne,274.3,274.6
ca,274.6,274.76
și,274.76,274.92
toți,274.92,275.28
"ceilalți,",275.28,275.88
n-avea,276.12,276.56
cum,276.56,276.76
să,276.76,276.96
se,276.96,277.08
știe,277.08,277.38
că,277.38,277.56
erau,277.56,277.82
"grădinari,",277.82,278.52
ori,278.86,279.08
"soldați,",279.08,279.7
ori,279.82,279.98
"curteni,",279.98,280.6
ori,280.8,281.0
poate,281.0,281.22
chiar,281.22,281.58
trei,281.58,281.98
dintre,281.98,282.26
copii,282.26,282.66
ei.,282.66,282.9
–,284.06,284.12
De,284.12,284.22
unde,284.22,284.4
să,284.4,284.58
știu,284.58,284.86
"eu,",284.86,285.12
răspunse,285.18,285.62
"Alice,",285.62,285.86
mirată,286.0,286.34
de,286.34,286.46
propria,286.46,286.78
indrăsneală.,286.78,287.6
Nu-i,287.94,288.18
treaba,288.18,288.48
mea.,288.48,288.74
Demănie,289.46,290.0
regina,290.0,290.52
se,290.52,290.76
făcu,290.76,291.04
roșie,291.04,291.38
ca,291.38,291.58
focul,291.58,291.98
și,291.98,292.56
după,292.56,292.86
ce,292.86,292.98
se,292.98,293.16
holbă,293.16,293.48
o,293.48,293.6
clipă,293.6,293.88
la,293.88,294.06
Alice,294.06,294.44
cu,294.44,294.7
niște,294.7,294.98
ochi,294.98,295.14
de,295.14,295.26
fieră,295.26,295.56
"sălbatică,",295.56,296.3
prinse,296.46,296.68
arăcnii.,296.68,297.2
–,297.82,297.92
Tăiați-i,297.92,298.38
capul!,298.38,298.8
Tăiați-i!,298.94,299.6
