text,start,end
hvis,119.6,119.8
dronningen,119.8,120.32
får,120.32,120.56
redde,120.56,120.86
på,120.86,121.0
"det,",121.0,121.24
kommer,121.46,121.92
vi,121.92,122.12
til,122.12,122.26
å,122.26,122.34
miste,122.34,122.68
hodet,122.68,123.02
alle,123.02,123.26
"tre,",123.26,123.62
skjønner,123.8,124.14
de.,124.14,124.28
Så,125.76,126.0
de,126.0,126.18
skjønner,126.18,126.64
"det,",126.64,126.86
"frøken,",127.0,127.5
at,128.06,128.26
vi,128.26,128.38
ordner,128.38,128.8
det,128.8,128.94
så,128.94,129.08
godt,129.08,129.26
vi,129.26,129.42
kan,129.42,129.68
før,129.68,130.1
hun,130.1,130.28
"kommer,",130.28,130.76
for...»,130.92,131.3
I,131.68,131.86
dette,131.86,132.16
øyeblikket,132.16,132.76
ropte,132.76,133.26
"Fem,",133.26,133.52
som,133.7,133.98
hadde,133.98,134.14
holdt,134.14,134.38
utkikk,134.38,134.78
ved,134.78,134.92
hagen.,134.92,135.28
«Dronningen!,135.48,136.36
Dronningen!»,136.74,137.92
Og,137.92,138.28
de,138.28,138.44
tre,138.44,138.64
gastene,138.64,139.1
kastet,139.1,139.76
seg,139.76,139.88
øyeblikkelig,139.88,140.62
flat,140.62,140.86
ned,140.86,141.04
på,141.04,141.18
magen.,141.18,141.58
Det,142.44,142.62
blet,142.62,142.82
et,142.82,142.96
slyd,142.96,143.24
av,143.24,143.4
mange,143.4,143.72
"fotrinn,",143.72,144.38
og,144.64,145.02
Else,145.02,145.38
så,145.38,145.66
seg,145.66,145.86
"omkring,",145.86,146.26
spent,146.74,147.12
på,147.12,147.32
hvordan,147.32,147.58
dronningen,147.58,148.0
så,148.0,148.2
ut.,148.2,148.46
Først,150.14,150.52
kom,150.52,150.68
ti,150.68,150.96
soldater,150.96,151.6
som,151.6,151.92
bare,151.92,152.2
klubber.,152.2,152.7
De,153.88,154.12
var,154.12,154.3
på,154.3,154.46
fasong,154.46,154.94
som,154.94,155.18
de,155.18,155.34
tre,155.34,155.54
"gartnerne,",155.54,156.2
avlange,156.78,157.34
og,157.34,157.48
"flate,",157.48,158.08
med,158.48,158.78
hender,158.78,159.1
og,159.1,159.38
føtter,159.38,159.86
i,159.86,160.04
hjørnene.,160.04,160.46
Så,161.6,161.86
kom,161.86,162.06
det,162.06,162.2
ti,162.2,162.44
hoffmenn.,162.44,163.06
De,163.5,163.9
var,163.9,164.06
pyntet,164.06,164.52
med,164.52,164.68
ruter,164.68,165.1
og,165.1,165.4
gikk,165.4,165.6
to,165.6,165.96
og,165.96,166.12
"to,",166.12,166.36
slik,166.52,167.22
som,167.22,167.42
soldatene.,167.42,168.02
Etter,168.86,169.2
dem,169.2,169.34
kom,169.34,169.52
prinsen,169.52,170.04
og,170.04,170.16
"prinsessene,",170.16,171.04
det,171.38,171.64
var,171.64,171.78
ti,171.78,172.04
stykker,172.04,172.42
av,172.42,172.56
dem,172.56,172.72
"også,",172.72,173.06
og,173.42,173.62
de,173.62,173.78
små,173.78,174.1
skattene,174.1,174.72
hoppet,174.72,175.18
lystig,175.18,175.62
av,175.62,175.72
"sted,",175.72,175.94
hånd,176.36,176.58
i,176.58,176.7
"hånd,",176.7,176.92
to,177.06,177.3
og,177.3,177.46
to.,177.46,177.68
De,178.68,179.12
hadde,179.12,179.62
hjertet,179.62,180.5
syd,180.5,181.06
på,181.06,181.18
klærne,181.18,181.58
sine.,181.58,181.9
Så,183.06,183.3
kom,183.3,183.48
gjestene.,183.48,184.04
Mest,184.6,184.88
var,184.88,185.04
det,185.04,185.18
konger,185.18,185.64
og,185.64,185.8
"damer,",185.8,186.38
og,186.62,186.64
blant,186.64,187.28
dem,187.28,187.52
la,187.52,187.66
Else,187.66,187.98
merke,187.98,188.3
til,188.3,188.48
den,188.48,188.66
hvite,188.66,188.96
kaninen.,188.96,189.46
Han,191.04,191.28
snakket,191.28,191.7
fort,191.7,192.02
og,192.02,192.22
"nervøst,",192.22,192.8
og,192.86,193.0
smilte,193.0,193.56
av,193.56,193.7
alt,193.7,193.94
som,193.94,194.08
ble,194.08,194.22
"sagt,",194.22,194.58
og,195.36,195.48
gikk,195.48,195.68
forbi,195.68,196.06
uten,196.06,196.54
å,196.54,196.66
legge,196.66,196.82
merke,196.82,197.12
til,197.12,197.3
henne.,197.3,197.48
Så,198.42,198.68
fulgte,198.68,199.24
hjertet,199.24,199.94
knekt.,199.94,200.32
Han,200.84,201.16
bar,201.16,201.46
kongens,201.46,202.0
krone,202.0,202.42
på,202.42,202.64
en,202.64,202.82
skralagensrød,202.82,204.1
fløyelspute.,204.1,205.1
Og,206.3,206.52
sist,206.52,206.8
i,206.8,206.94
prosessjonen,206.94,207.82
kom,207.82,208.3
hjerterkonge,208.3,209.3
og,209.3,209.62
hjerterdame,209.62,210.56
tronningen.,210.56,211.3
Else,213.68,214.1
var,214.1,214.32
sterkt,214.32,214.74
i,214.74,214.8
tvil,214.8,215.12
om,215.12,215.3
hun,215.3,215.44
skulle,215.44,215.64
legge,215.64,215.98
seg,215.98,216.1
ned,216.1,216.34
på,216.34,216.52
"ansiktet,",216.52,217.12
slik,217.54,217.88
som,217.88,218.02
de,218.02,218.18
tre,218.18,218.32
gartnerne,218.32,218.84
hadde,218.84,219.02
gjort.,219.02,219.36
Men,220.06,220.28
hun,220.28,220.36
kunne,220.36,220.52
ikke,220.52,220.72
huske,220.72,221.22
at,221.22,221.48
hun,221.48,221.66
noensinne,221.66,222.3
hadde,222.3,222.7
lært,222.7,223.02
noen,223.02,223.24
slik,223.24,223.46
regel.,223.46,223.8
Og,224.98,225.2
dessuten,225.2,225.84
tenkte,225.84,226.38
"hun,",226.38,226.58
hva,227.08,227.32
nyttig,227.32,227.72
vil,227.72,227.88
det,227.88,228.0
være,228.0,228.4
i,228.4,228.9
å,228.9,229.06
ha,229.06,229.18
oppdag,229.18,229.66
hvis,229.66,230.06
alle,230.06,230.32
mennesker,230.32,230.74
skulle,230.74,231.0
legge,231.0,231.38
seg,231.38,231.54
ned,231.54,231.68
på,231.68,231.84
magen,231.84,232.22
så,232.22,232.4
de,232.4,232.5
ikke,232.5,232.72
kunne,232.72,232.98
se,232.98,233.26
det?,233.26,233.48
Derfor,234.9,235.42
sto,235.42,235.68
hun,235.68,235.94
der,235.94,236.18
hun,236.18,236.38
sto,236.38,236.76
og,236.76,237.16
ventet.,237.16,237.72
Da,238.8,239.02
oppdaget,239.02,239.58
kom,239.58,239.72
forbi,239.72,240.1
"Else,",240.1,240.52
stoppet,240.94,241.52
de,241.52,241.68
alle,241.68,241.88
sammen,241.88,242.24
og,242.24,242.4
så,242.4,242.56
på,242.56,242.76
"henne,",242.76,243.02
og,243.3,243.44
tronningen,243.44,244.06
sa,244.06,244.5
"strengt,",244.5,245.0
«Hvem,245.82,246.2
er,246.2,246.4
dette?»,246.4,247.56
Det,248.5,248.72
var,248.72,248.86
"hjerterknekt,",248.86,249.84
hun,250.06,250.32
"spurte,",250.32,250.8
men,251.4,251.74
han,251.74,251.9
boket,251.9,252.3
bare,252.3,252.54
og,252.54,252.74
smilte,252.74,253.16
til,253.16,253.34
svar.,253.34,253.66
«Idiot!»,255.08,256.16
sa,256.16,256.4
tronningen,256.4,256.92
og,256.92,257.32
gristet,257.32,257.76
utholdmodig,257.76,258.38
på,258.38,258.54
hodet.,258.54,258.96
Så,259.74,259.96
snudde,259.96,260.36
hun,260.36,260.5
seg,260.5,260.66
til,260.66,260.86
Else,260.86,261.18
og,261.18,261.38
"sa,",261.38,261.6
«Hva,261.98,263.12
heter,263.12,263.44
"du,",263.44,263.74
barn?»,263.88,265.48
"«Else,",265.88,266.42
hvis,266.6,267.08
det,267.08,267.24
behager,267.24,267.78
deres,267.78,268.18
"majestet»,",268.18,269.26
sa,269.26,269.54
Else,269.54,269.82
"megertøffelig,",269.82,270.64
men,271.2,271.66
hun,271.66,271.84
la,271.84,271.98
til,271.98,272.26
for,272.26,272.52
seg,272.52,272.7
selv.,272.7,273.0
"«Hå,",274.52,274.88
de,275.14,275.3
er,275.3,275.42
bare,275.42,275.6
en,275.6,275.8
kort,275.8,276.18
stakk.,276.18,276.68
Jeg,277.2,277.54
trenger,277.54,277.94
ikke,277.94,278.12
å,278.12,278.22
være,278.22,278.36
redd,278.36,278.82
dem.»,278.82,279.34
«Og,280.78,281.06
hvem,281.06,281.28
er,281.28,281.46
dette?»,281.46,282.8
sa,282.8,283.04
tronningen,283.04,283.52
og,283.52,283.8
pekte,283.8,284.34
på,284.34,284.52
de,284.52,284.68
tre,284.68,284.84
gartnerne,284.84,285.42
som,285.42,285.58
lå,285.58,285.76
rundt,285.76,286.0
rosebusken.,286.0,286.66
For,287.84,288.02
du,288.02,288.18
skjønner,288.18,288.6
"det,",288.6,288.8
de,288.96,289.14
lå,289.14,289.32
på,289.32,289.48
"ansiktet,",289.48,290.22
og,290.64,290.78
fra,290.78,290.94
ryggsiden,290.94,291.52
så,291.52,291.7
de,291.7,291.86
ut,291.86,292.18
som,292.18,292.38
resten,292.38,292.84
av,292.84,292.96
kortstokket.,292.96,293.52
Så,294.62,294.82
tronningen,294.82,295.22
kunne,295.22,295.42
ikke,295.42,295.66
se,295.66,295.9
om,295.9,296.08
det,296.08,296.26
var,296.26,296.46
"gartnere,",296.46,297.1
eller,297.3,297.48
"soldater,",297.48,298.24
eller,298.38,298.54
hårdt,298.54,298.9
"folk,",298.9,299.3
eller,299.84,300.14
hennes,300.14,300.4
egne,300.4,300.94
barn.,300.94,301.28
«Hvordan,303.16,303.48
kan,303.48,303.74
jeg,303.74,304.12
vite,304.12,304.5
det?»,304.5,305.24
sa,305.24,305.4
"Else,",305.4,305.82
og,306.3,306.7
var,306.7,306.76
helt,306.76,306.98
forundret,306.98,307.58
over,307.58,307.86
hvor,307.86,308.1
modig,308.1,308.42
hun,308.42,308.58
var.,308.58,308.78
«Det,309.52,309.86
er,309.86,310.06
da,310.06,310.2
ikke,310.2,310.36
min,310.36,310.86
"sak,",310.86,311.28
vel?»,311.44,312.06
Tronningen,312.4,313.0
ble,313.0,313.18
mørkerød,313.18,313.94
av,313.94,314.06
"raseri,",314.06,314.6
og,314.94,315.1
etter,315.1,315.42
å,315.42,315.5
ha,315.5,315.6
stirret,315.6,315.94
på,315.94,316.08
henne,316.08,316.22
et,316.22,316.36
"øyeblikk,",316.36,316.9
som,317.24,317.58
om,317.58,317.84
hun,317.84,318.02
skulle,318.02,318.22
vært,318.22,318.44
en,318.44,318.62
vilt,318.62,319.02
"dyr,",319.02,319.32
skrek,319.54,319.8
"hun,",319.8,320.04
«Av,320.72,321.18
med,321.18,321.32
hodet,321.32,321.7
hennes!»,321.7,322.58
