text,start,end
geldiği,112.4,112.84
kadar,112.84,113.06
çabuk,113.06,113.44
olup,113.44,113.74
o,113.74,114.16
gelmeden,114.16,114.68
önce,114.68,115.12
tam,115.12,116.7
bu,116.7,116.88
sırada,116.88,117.26
bahçeyi,117.26,118.22
kollarak,118.22,118.68
da,118.68,118.82
olan,118.82,119.04
Beşli,119.04,119.48
haykırdı.,119.48,120.04
"Kraliçe,",120.6,121.28
kraliçe!,121.56,122.2
Bahçıvanların,123.46,124.22
üçü,124.22,124.5
de,124.5,124.62
bir,124.62,124.8
anda,124.8,124.96
yüzü,124.96,125.26
koyun,125.26,125.46
yere,125.46,125.62
kapandılar.,125.62,126.14
Bu,127.02,127.22
anda,127.22,127.54
birçok,127.54,128.08
ayak,128.08,128.36
sesi,128.36,128.56
işitildi.,128.56,129.2
Alice,129.52,129.78
de,129.78,129.98
kraliçeyi,129.98,130.54
göreyim,130.54,130.94
diye,130.94,131.24
merakla,131.24,131.92
ığınıp,131.92,132.2
baktı.,132.2,132.52
Önce,134.76,135.22
ellerinde,135.22,136.14
üç,136.14,136.38
başlı,136.38,136.76
gürzlerle,136.76,137.38
on,137.38,137.54
tane,137.54,137.84
asker,137.84,138.18
geldi.,138.18,138.5
Bunlar,139.36,139.74
da,139.74,139.86
tırku,139.86,140.12
bahçıvanlar,140.12,140.78
gibi,140.78,141.04
dümdüz,141.04,141.72
ve,141.72,141.82
dikdörtgen,141.82,142.36
biçimliydiler.,142.36,143.04
Köşelerden,143.52,144.26
de,144.26,144.46
kolları,144.46,144.8
ile,144.8,144.94
bacakları,144.94,145.44
çıkmıştı.,145.44,146.04
Sonra,147.02,147.36
sarayın,147.36,147.84
sayılı,147.84,148.18
kişilerinden,148.18,148.94
onu,148.94,149.22
gözüktü.,149.22,151.74
Hep,152.22,152.46
"süslenmişler,",152.46,153.48
asker,153.8,154.3
gibi,154.3,154.52
ikişer,154.52,154.96
ikişer,154.96,155.42
yürüyorlardı.,155.42,156.24
Bunların,156.98,157.96
arkasından,157.96,158.64
kral,158.64,158.96
çocukları,158.96,159.46
gözüktü.,159.46,160.04
On,160.42,160.68
kişiydiler.,160.68,161.38
Çift,161.86,162.2
çift,162.2,162.46
el,162.46,162.66
ile,162.66,162.82
"tutuşmuşlar,",162.82,163.62
neşeyle,163.76,164.12
hoplayıp,164.12,164.52
zıplayarak,164.52,165.06
geliyorlardı.,165.06,165.84
Üzerlerinde,166.54,167.24
yürek,167.24,167.6
biçimli,167.6,168.06
süsler,168.06,168.5
vardı.,168.5,168.86
Arkalarından,170.02,170.78
konuklar,170.78,171.34
göründü.,171.34,171.88
Çoğu,172.26,172.6
ya,172.6,172.76
kral,172.76,173.12
ya,173.12,173.38
kraliçeydi.,173.38,174.04
Alice,175.14,175.58
bunların,175.58,176.34
arasından,176.34,176.8
beyaz,176.8,177.16
tavşanında,177.16,177.7
bulunduğunu,177.7,178.22
fark,178.22,178.48
etti.,178.48,178.7
Çabuk,179.42,179.8
çabuk,179.8,180.1
sinirli,180.1,180.56
sinirli,180.56,180.92
"konuşuyor,",180.92,181.5
her,181.9,182.12
söylenene,182.12,182.6
gülümsüyordu.,182.6,183.4
Yanından,184.06,184.4
geçerken,184.4,185.04
Alice'i,185.04,185.42
tanımadı,185.42,185.8
bile.,185.8,186.0
Konukların,187.42,188.04
arkasından,188.04,189.22
kırmızı,189.22,189.82
kadife,189.82,190.12
bir,190.12,190.36
yastık,190.36,190.8
üzerinde,190.8,191.34
kralın,191.34,192.26
tığacını,192.26,192.8
taşıyarak,192.8,193.4
yürek,193.4,193.8
oğlu,193.8,194.1
geliyordu.,194.1,194.72
Bu,195.46,195.7
büyük,195.7,195.94
halayın,195.94,196.38
en,196.38,196.64
sonunda,196.64,197.12
da,197.12,197.42
yürek,197.42,197.88
kralı,197.88,198.28
ve,198.28,198.4
kraliçesi,198.4,198.9
çıkageldiler.,198.9,199.64
Alice,200.7,201.18
üç,201.18,201.46
bahçıvan,201.46,202.04
gibi,202.04,202.26
yüzükoyun,202.26,202.86
yere,202.86,203.06
kapanmasını,203.06,204.7
mı,204.7,204.86
pek,204.86,205.04
kestiremiyordu.,205.04,205.86
Ama,206.38,206.64
olay,206.64,206.96
geçerken,206.96,207.72
öyle,207.72,208.46
davranılır,208.46,209.84
diyen,209.84,210.2
bir,210.2,210.52
kural,210.52,210.84
işittiğini,210.84,211.42
de,211.42,211.56
hiç,211.56,211.72
anımsamıyordu.,211.72,212.5
Hem,213.78,213.98
yüzükoyun,213.98,214.58
yere,214.58,214.76
kapanıp,214.76,215.22
kimseyi,215.22,215.64
göremedikten,215.64,216.28
sonra,216.28,216.56
alayların,216.56,217.14
ne,217.14,217.34
anlamı,217.34,217.74
kalır,217.74,218.36
diye,218.36,218.58
düşündü,218.58,219.38
ve,219.38,219.98
olduğu,219.98,220.3
yerde,220.3,220.62
durarak,220.62,221.04
bekledi.,221.04,221.6
"Alay,",222.48,222.92
Alice'in,223.08,223.56
tam,223.56,223.8
karşısına,223.8,224.26
gelince,224.26,224.7
hepsi,224.7,225.1
durup,225.1,225.38
ona,225.38,225.56
baktılar.,225.56,226.04
Kraliçe,226.6,227.1
yürek,227.1,227.44
oğluna,227.44,227.8
dönerek,227.8,228.38
sert,228.38,229.14
sert,229.14,229.62
bu,229.62,230.6
da,230.6,230.78
kim,230.78,231.06
diye,231.06,232.12
sordu.,232.12,232.54
O,233.34,233.5
yalnızca,233.5,234.04
gülümsedi,234.04,234.62
ve,234.62,234.94
eğilerek,234.94,235.38
selam,235.38,235.78
verdi.,235.78,236.12
Kraliçe,237.42,237.98
sinirlenip,237.98,238.5
başını,238.5,238.78
kaldırarak,238.78,239.44
aptal,239.44,240.5
dedi.,240.5,240.84
Sonra,241.54,241.82
Alice,241.82,242.2
dönerek,242.2,242.78
çocuk,242.78,243.48
diye,243.48,243.84
sordu.,243.84,244.26
Senin,244.32,244.6
adın,244.6,244.94
nedir?,244.94,245.32
Alice,246.34,246.72
terbiyeli,246.72,247.5
terbiyeli.,247.5,248.1
Alice,248.88,249.2
haşmetli,249.2,249.78
kraliçem,249.78,250.32
dedi.,250.32,250.94
Ama,251.72,251.94
kendi,251.94,252.28
kendine,252.28,252.62
ekledi.,252.62,253.08
Eninde,254.9,255.32
sonunda,255.32,255.8
hepsi,255.8,256.3
bir,256.3,256.46
deste,256.46,256.8
iskan,256.8,257.66
bir,257.66,257.84
kağıdı.,257.84,258.26
Ne,258.6,258.76
diye,258.76,258.96
korkuyorum,258.96,259.52
sanki,259.52,259.84
bunlardan.,259.84,260.36
Kraliçe,261.64,262.26
gül,262.26,262.7
ağacın,262.7,263.06
dibinde,263.06,263.48
yatan,263.48,263.86
üç,263.86,264.1
bahçıvanı,264.1,264.68
göstererek.,264.68,265.24
Ya,266.12,266.34
bunlar,266.34,266.7
kim,266.7,267.14
diye,267.14,267.86
sordu.,267.86,268.26
Yüzüstü,269.16,269.66
yatıyorlardı,269.66,270.42
sırtları,270.42,271.1
da,271.1,271.28
tıpkı,271.28,271.6
öteki,271.6,271.8
iskan,271.8,272.12
bir,272.12,272.28
kağıtlarına,272.28,272.76
benziyordu.,272.76,273.38
Onun,273.8,274.0
için,274.0,274.26
kraliçe,274.26,274.74
bunların,274.74,275.1
bahçıvan,275.1,275.74
mı,275.74,275.94
yoksa,275.94,276.6
saray,276.6,276.98
ileri,276.98,277.32
geleni,277.32,277.64
mi,277.64,277.86
yoksa,277.86,278.68
kendi,278.68,278.96
çocuklarından,278.96,279.68
üçü,279.68,280.1
mü,280.1,280.22
olduğunu,280.22,280.6
anlayamamıştı.,280.6,281.42
Alice,282.36,282.82
gözü,282.82,283.2
pek,283.2,283.36
kendisi,283.36,283.98
pek,283.98,284.24
şaşırarak.,284.24,284.48
Ne,285.64,285.84
bileyim,285.84,286.18
ben,286.18,286.38
kuzum,286.38,286.82
dedi.,286.82,287.18
Beni,287.6,287.84
ne,287.84,288.02
ilgilendirir?,288.02,288.7
Kraliçe,289.7,290.12
hırsından,290.12,290.58
kıpkırmızı,290.58,291.3
kesildi.,291.3,291.48
Bir,292.16,292.36
iki,292.36,292.58
saniye,292.58,293.02
sanki,293.02,293.42
Alice'i,293.42,294.24
yiyecekmiş,294.24,294.76
gibi,294.76,294.92
baktıktan,294.92,295.42
sonra.,295.42,295.48
Uçurun,296.3,296.68
şunun,296.68,296.96
kafasına,296.96,297.46
uçurun,297.46,297.94
diye,297.94,298.36
haykırdı.,298.36,299.0
