text,start,end
спряха,219.0,219.46
и,219.46,219.66
я,219.66,219.8
"изгледаха,",219.8,220.44
а,220.72,220.86
царицата,220.86,221.34
строго,221.34,221.66
попита.,221.66,222.06
Коя,222.42,222.7
е,222.7,222.84
тая?,222.84,223.02
Тя,224.52,224.72
зададе,224.72,225.12
той,225.12,225.3
въпрос,225.3,226.06
на,226.06,226.18
момчето,226.18,226.58
"сърце,",226.58,226.98
което,227.4,227.68
в,227.68,227.8
отговор,227.8,228.2
само,228.2,228.42
се,228.42,228.58
поклони,228.58,229.06
и,229.06,229.26
усмихна.,229.26,229.72
"Опак,",230.5,230.96
каза,231.18,231.66
"царицата,",231.66,232.24
като,232.62,232.84
отметна,232.84,233.28
глава,233.28,233.6
на,233.6,233.68
търпеливо,233.68,234.26
и,234.26,234.32
се,234.32,234.42
обърна,234.42,234.72
към,234.72,234.92
Алиса.,234.92,235.22
Как,235.82,236.0
се,236.0,236.12
"казваш,",236.12,236.5
мое,236.58,236.72
дете?,236.72,236.94
Името,238.32,238.64
ми,238.64,238.76
"Алиса,",238.76,239.22
ако,239.44,239.7
Боговалите,239.7,240.26
е,240.26,240.46
Ваше,240.46,240.72
"Величество,",240.72,241.38
отговори,241.78,242.32
Алиса,242.32,242.64
много,242.64,242.94
очтиво,242.94,243.48
и,243.72,243.86
добави,243.86,244.26
само,244.26,244.44
на,244.44,244.6
себе,244.6,244.82
си.,244.82,245.1
Че,245.56,245.76
те,245.76,245.86
всички,245.86,246.16
приличат,246.16,246.6
на,246.6,246.7
кажди,246.7,247.02
заигра.,247.02,247.4
И,247.66,247.8
нищо,247.8,248.06
друго.,248.06,248.32
Защо,248.6,248.9
се,248.9,249.06
боя,249.06,249.34
от,249.34,249.5
тях?,249.5,249.72
А,251.3,251.5
кои,251.5,251.7
са,251.7,251.88
тия?,251.88,252.1
Попита,252.4,252.74
царицата,252.74,253.22
и,253.22,253.34
посочи,253.34,253.72
тримата,253.72,254.06
"градинари,",254.06,254.56
които,254.56,254.88
бяха,254.88,255.14
налягали,255.14,255.6
около,255.6,256.0
розовото,256.0,256.48
стъбло.,256.48,256.9
Тя,258.68,258.86
зададе,258.86,259.24
той,259.24,259.36
"въпрос,",259.36,259.84
както,259.96,260.46
"виждате,",260.46,260.82
защото,260.82,261.2
гърбовете,261.2,261.72
им,261.72,261.84
бяха,261.84,262.4
като,262.4,262.74
на,262.74,262.86
всички,262.86,263.2
други.,263.2,263.56
"Тъй,",264.6,264.84
че,264.86,264.92
не,264.92,265.04
можеше,265.04,265.34
да,265.34,265.5
познае,265.5,265.82
дали,265.82,266.0
са,266.0,266.18
"градинари,",266.18,266.72
войници,267.08,267.66
или,267.66,268.12
придворни,268.12,268.76
или,268.76,269.04
пъкнени,269.04,269.48
деца.,269.48,269.86
Откъде,271.98,272.3
аз,272.3,272.5
"зная,",272.5,272.84
каза,272.98,273.48
"Алиса,",273.48,273.65
очудена,273.65,274.44
от,274.44,274.56
смелоста,274.56,274.96
си.,274.96,275.74
Не,275.92,276.14
ми,276.14,276.24
е,276.24,276.36
работа.,276.36,276.82
Царицата,278.06,278.64
почервеня,278.64,279.18
от,279.18,279.38
яд.,279.38,279.66
Изгледа,280.18,280.74
я,280.74,280.84
за,280.84,280.98
миг,280.98,281.28
и,281.28,281.88
като,281.88,282.1
див,282.1,282.38
звяр,282.38,282.76
изкрещя.,282.76,283.26
Отсечете,283.76,284.32
й,284.32,284.44
главата.,284.44,284.84
Отсечете!,285.08,285.82
