text,start,end
suivi,31.18,31.62
dans,31.62,31.8
la,31.8,31.98
salle,31.98,32.18
"d'audience,",32.18,32.64
bras,32.96,33.18
"dessus,",33.18,33.58
bras,33.7,33.92
dessous,33.92,34.3
avec,34.3,34.52
le,34.52,34.68
loir.,34.68,35.0
«,36.06,36.08
Je,36.08,37.02
crois,37.02,37.26
bien,37.26,37.44
que,37.44,37.6
c'était,37.6,37.84
le,37.84,37.98
14,37.98,38.32
"mars,",38.32,38.66
dit-il.,38.84,39.18
»,39.78,39.92
«,39.92,39.94
Le,39.94,40.04
15,40.04,40.32
rectifia,40.32,40.96
le,40.96,41.1
lièvre.,41.1,41.48
Le,41.96,42.16
16,42.16,42.52
corrigea,42.52,43.08
le,43.08,43.2
loir.,43.2,43.5
Notez,44.2,44.66
"cela,",44.66,44.9
ordonna,45.06,45.46
le,45.46,45.64
roi,45.64,45.86
au,45.86,45.98
juré.,45.98,46.24
Ceci,46.86,47.24
notèrent,47.24,47.58
avec,47.58,47.78
emproissement,47.78,48.5
les,48.5,48.98
trois,48.98,49.28
dates,49.28,49.6
sur,49.6,49.82
leurs,49.82,50.0
"ardoises,",50.0,50.54
puis,51.04,51.18
enfirent,51.18,51.68
la,51.68,51.72
somme,51.72,52.14
et,52.14,53.06
convertirent,53.06,53.58
le,53.58,53.7
total,53.7,54.02
en,54.02,54.4
chilignes,54.4,54.82
et,54.82,55.02
en,55.02,55.14
pinces.,55.14,55.56
«,56.56,56.68
Enlevez,56.68,57.02
votre,57.02,57.3
"chapeau,",57.3,57.74
dit,57.88,58.1
le,58.1,58.24
roi,58.24,58.38
au,58.38,58.5
chapelier.,58.5,58.92
Ce,59.42,59.62
n'est,59.62,59.76
pas,59.76,59.9
le,59.9,60.04
"mien,",60.04,60.26
répondit,60.54,61.08
le,61.08,61.36
chapelier.,61.36,61.82
«,62.44,62.6
Volez!,62.6,63.2
s'exclama,63.2,63.82
le,63.82,63.98
roi,63.98,64.18
en,64.18,64.32
se,64.32,64.46
tournant,64.46,64.76
vers,64.76,64.94
les,64.94,65.1
"jurés,",65.1,65.38
qui,65.92,66.04
rédigèrent,66.04,66.58
aussitôt,66.58,67.02
un,67.04,67.18
rapport,67.18,67.52
à,67.52,67.72
ce,67.72,67.84
propos.,67.84,68.14
«,69.1,69.24
Je,69.24,69.3
les,69.3,69.42
garde,69.42,69.66
chez,69.66,69.92
moi,69.92,70.1
pour,70.1,70.34
les,70.34,70.5
"vendre,",70.5,70.86
ajouta,70.96,71.34
le,71.34,71.48
chapelier,71.48,71.88
en,71.88,72.06
guise,72.06,72.42
d'explication.,72.42,73.18
Aucun,73.58,73.96
d'entre,73.96,74.18
eux,74.18,74.38
n'est,74.38,74.56
à,74.56,74.68
moi.,74.68,74.84
Je,75.18,75.4
suis,75.4,75.6
chapelier.,75.6,76.1
»,76.3,76.32
À,77.48,78.08
cet,78.08,78.3
"instant,",78.3,78.66
la,79.14,79.3
reine,79.3,79.52
chaussa,79.52,79.86
ses,79.86,80.1
bicycles,80.1,80.86
et,80.86,81.46
dévisagea,81.46,82.04
le,82.04,82.2
"chapelier,",82.2,82.72
qui,82.96,83.34
blémit,83.34,83.76
et,83.76,83.94
se,83.94,84.18
mit,84.18,84.32
à,84.32,84.56
s'agiter,84.56,85.32
nerveusement.,85.32,86.3
«,87.48,87.54
Faites,87.54,87.9
votre,87.9,88.12
"disposition,",88.12,88.74
dit,89.02,89.12
le,89.12,89.3
"roi,",89.3,89.48
et,89.72,89.88
"calmez-vous,",89.88,90.38
ou,90.62,90.76
je,90.76,90.88
vous,90.88,91.02
fais,91.02,91.14
exécuter,91.14,91.68
sur,91.68,91.8
le,91.8,92.06
champ.,92.06,92.22
»,93.44,93.52
Le,93.52,93.66
témoin,93.66,94.08
ne,94.08,94.24
parut,94.24,94.5
pas,94.5,94.64
le,94.64,94.76
moins,94.76,94.9
du,94.9,95.06
monde,95.06,95.24
encouragé,95.24,95.78
par,95.78,95.94
ces,95.94,96.1
paroles.,96.1,96.48
Il,97.0,97.2
continua,97.2,97.7
à,97.7,97.92
danser,97.92,98.22
d'un,98.22,98.38
pied,98.38,98.5
sur,98.5,98.72
"l'autre,",98.72,99.06
en,99.64,99.78
regardant,99.78,100.18
la,100.18,100.32
reine,100.32,100.56
avec,100.56,100.78
embarras.,100.78,101.26
Dans,101.56,101.76
son,101.76,101.98
"trouble,",101.98,102.32
il,102.78,102.96
croqua,102.96,103.32
un,103.32,103.54
grand,103.54,103.82
morceau,103.82,104.18
de,104.18,104.34
sa,104.34,104.5
tasse,104.5,104.96
au,104.96,105.16
lieu,105.16,105.3
de,105.3,105.46
mordre,105.46,105.74
dans,105.74,105.96
la,105.96,106.12
tartine.,106.12,106.64
À,107.52,107.74
ce,107.74,107.88
"moment-là,",107.88,108.4
Alice,109.0,109.28
éprouva,109.28,109.72
une,109.72,109.9
curieuse,109.9,110.32
sensation,110.32,110.78
qui,110.78,111.3
l'intrigua,111.3,111.8
fort,111.8,112.08
jusqu'à,112.08,112.61
ce,112.61,112.63
qu'elle,112.63,112.68
en,112.68,112.78
devienne,112.78,113.08
la,113.08,113.24
cause.,113.24,113.56
Elle,114.52,114.72
recommençait,114.72,115.34
à,115.34,115.46
grandir,115.46,115.96
et,115.96,116.3
elle,116.3,116.46
crut,116.46,116.64
d'abord,116.64,116.94
qu'elle,116.94,117.24
devrait,117.24,117.5
se,117.5,117.72
lever,117.72,118.02
et,118.02,118.36
quitter,118.36,118.56
la,118.56,118.76
salle.,118.76,119.1
Mais,119.64,119.82
à,119.82,119.9
la,119.9,120.02
"réflexion,",120.02,120.58
elle,120.8,120.94
décida,120.94,121.3
de,121.3,121.48
rester,121.48,121.84
où,121.84,122.54
elle,122.54,122.7
était,122.7,122.94
tant,122.94,123.32
qu'elle,123.32,123.52
aurait,123.52,123.74
assez,123.74,124.16
de,124.16,124.36
place.,124.36,124.66
«,125.32,125.38
J'aimerais,125.38,125.72
que,125.72,125.84
vous,125.84,125.98
arrêtiez,125.98,126.34
de,126.34,126.48
me,126.48,126.6
pousser,126.6,126.88
comme,126.88,127.08
"ça,",127.08,127.28
dit,127.4,127.62
le,127.62,127.78
loir,127.78,128.14
qui,128.14,128.3
était,128.3,128.5
assis,128.5,128.82
à,128.82,128.88
côté,128.88,129.08
d'elle.,129.08,129.4
Je,129.74,129.96
peux,129.96,130.1
à,130.1,130.24
peine,130.24,130.4
respirer.,130.4,130.94
«,131.42,131.52
C'est,131.52,131.66
plus,131.66,131.8
fort,131.8,131.98
que,131.98,132.14
"moi,",132.14,132.32
dit,132.44,132.68
très,132.68,132.86
humblement,132.86,133.3
Alice.,133.3,133.6
Je,134.08,134.28
grandis.,134.28,134.7
»,135.2,135.46
«,135.46,135.48
Vous,135.48,135.52
n'avez,135.52,135.72
pas,135.72,135.9
le,135.9,136.06
droit,136.06,136.24
de,136.24,136.4
grandir,136.4,136.74
"ici,",136.74,137.04
répliqua,137.24,137.68
le,137.68,137.8
loir.,137.8,138.1
«,138.72,138.82
Ne,138.82,138.96
dites,138.96,139.14
pas,139.14,139.3
de,139.3,139.44
"bêtises,",139.44,139.92
s'en,140.06,140.22
ardit,140.22,140.54
Alice.,140.54,140.9
Vous,141.26,141.46
savez,141.46,141.66
bien,141.66,141.88
que,141.88,142.04
vous,142.04,142.16
"grandissez,",142.16,142.62
vous,142.74,142.84
aussi.,142.84,143.1
«,143.76,143.9
"Oui,",143.9,144.04
mais,144.38,144.56
je,144.56,144.68
grandis,144.68,144.98
à,144.98,145.1
un,145.1,145.18
rythme,145.18,145.42
raisonnable,145.42,146.0
et,146.0,146.72
pas,146.72,146.88
de,146.88,147.02
cette,147.02,147.2
manière,147.2,147.52
ridicule.,147.52,148.22
»,149.76,149.78
Le,149.78,149.8
loir,149.8,149.82
se,149.82,149.84
"leva,",149.84,149.86
très,149.86,150.18
"fâché,",150.18,150.58
et,150.86,151.02
partit,151.02,151.34
s'installer,151.34,151.78
à,151.78,151.92
l'autre,151.92,152.14
bout,152.14,152.34
de,152.34,152.5
la,152.5,152.62
salle.,152.62,152.94
Pendant,153.64,154.0
tout,154.0,154.16
ce,154.16,154.32
"temps,",154.32,154.48
la,154.78,154.9
reine,154.9,155.12
n'avait,155.12,155.34
pas,155.34,155.58
cessé,155.58,155.94
de,155.94,156.1
dévisager,156.1,156.6
le,156.6,156.78
chapelier.,156.78,157.22
Alors,158.02,158.36
que,158.36,158.58
le,158.58,158.72
loir,158.72,158.98
traversait,158.98,159.42
le,159.42,159.58
"tribunal,",159.58,160.16
elle,160.66,160.76
ordonna,160.76,161.16
à,161.16,161.36
l'un,161.36,161.52
des,161.52,161.66
huissiers,161.66,162.1
«,162.1,162.9
Apportez-moi,162.9,163.39
la,163.39,163.62
liste,163.62,163.98
des,163.98,164.14
chanteurs,164.14,164.62
du,164.62,164.8
dernier,164.8,165.08
concert.,165.08,165.52
»,166.06,166.48
Et,166.62,166.78
le,166.78,166.9
malheureux,166.9,167.42
chapelier,167.42,167.9
frémit,167.9,168.36
tellement,168.36,168.66
qu'ils,168.66,168.98
ont,168.98,169.06
perdu,169.06,169.3
ses,169.3,169.5
deux,169.5,169.66
chaussures.,169.66,170.12
«,170.74,170.92
Faites,170.92,171.22
votre,171.22,171.42
"disposition,",171.42,171.98
répéta,172.3,172.68
le,172.68,172.86
roi,172.86,173.06
avec,173.06,173.28
"colère,",173.28,173.66
sinon,173.82,174.06
je,174.06,174.48
vous,174.48,174.64
fais,174.64,174.78
"exécuter,",174.78,175.5
que,175.82,176.14
vous,176.14,176.28
vous,176.28,176.42
calmiez,176.42,176.82
ou,176.82,176.92
pas.,176.92,177.08
«,177.68,178.14
Je,178.14,178.32
suis,178.32,178.48
un,178.48,178.68
pauvre,178.68,178.96
"homme,",178.96,179.14
"majesté,",179.32,179.78
dit,179.96,180.14
le,180.14,180.3
chapelier,180.3,180.72
d'une,180.72,180.94
voix,180.94,181.06
tremblante.,181.06,181.6
Je,182.18,182.32
n'avais,182.32,182.58
pas,182.58,182.76
encore,182.76,182.98
commencé,182.98,183.34
mon,183.34,183.54
thé.,183.54,183.74
C'était,184.24,184.58
il,184.58,184.76
n'y,184.76,184.84
a,184.84,184.94
pas,184.94,185.1
plus,185.1,185.4
d'une,185.4,185.78
"semaine,",185.78,186.32
et,186.74,186.88
comme,186.88,187.16
les,187.16,187.32
tartines,187.32,187.68
beurrées,187.68,187.96
sont,187.96,188.1
de,188.1,188.26
plus,188.26,188.36
en,188.36,188.54
plus,188.54,188.7
"minces,",188.7,189.12
et,189.56,189.7
le,189.7,189.84
teintement,189.84,190.2
du,190.2,190.42
thé…,190.42,190.68
«,191.3,191.38
Le,191.38,191.58
teintement,191.58,191.98
de,191.98,192.16
quoi?,192.16,192.88
s'exclama,192.88,193.48
le,193.48,193.64
roi.,193.64,193.82
«,193.82,194.36
Je,194.36,194.48
vous,194.48,194.64
"assure,",194.64,195.04
tout,195.28,195.44
a,195.44,195.6
commencé,195.6,195.88
par,195.88,196.1
le,196.1,196.26
"thé,",196.26,196.42
répondit,196.54,196.86
le,196.86,197.0
chapelier.,197.0,197.4
«,197.92,198.08
Bien,198.08,198.26
sûr,198.26,198.58
que,198.58,199.02
teintement,199.02,199.58
commence,199.58,199.94
par,199.94,200.14
un,200.14,200.32
"thé,",200.32,200.54
fit,201.0,201.22
sèchement,201.22,201.56
le,201.56,201.72
roi.,201.72,201.92
Me,202.3,202.48
prenez-vous,202.48,202.92
pour,202.92,203.08
un,203.08,203.22
imbécile?,203.22,204.02
Continuez.,204.02,204.62
«,205.36,205.48
Je,205.48,205.64
suis,205.64,205.8
un,205.8,205.96
pauvre,205.96,206.28
"homme,",206.28,206.48
poursuivit,206.6,206.98
le,206.98,207.12
chapelier.,207.12,207.5
Après,207.86,208.2
"ça,",208.2,208.48
la,208.68,208.84
plupart,208.84,209.08
des,209.08,209.3
choses,209.3,209.48
se,209.48,209.62
sont,209.62,209.78
mises,209.78,210.02
à,210.02,210.14
"teinter,",210.14,210.42
sauf,210.82,211.04
que,211.04,211.18
le,211.18,211.34
lièvre,211.34,211.66
de,211.66,211.84
Mars,211.84,212.02
a,212.04,212.22
dit…,212.22,212.36
«,212.66,212.7
Je,212.7,212.86
n'ai,212.86,213.0
rien,213.0,213.18
"dit,",213.18,213.4
interrompit,213.6,214.16
vivement,214.16,214.54
le,214.54,214.7
lièvre.,214.7,214.98
«,215.2,215.34
"Si,",215.34,215.5
fit,215.74,215.9
le,215.9,216.08
chapelier.,216.08,216.48
«,216.82,216.9
"Non,",216.9,217.08
protesta,217.26,217.72
le,217.72,217.9
lièvre.,217.9,218.2
«,218.72,218.84
Il,218.84,219.0
"nie,",219.0,219.2
dit,219.38,219.5
le,219.5,219.68
roi.,219.68,219.88
Laissons,220.16,220.52
ce,220.52,220.68
point,220.68,220.86
de,220.86,221.0
côté.,221.0,221.26
«,221.68,221.76
Eh,221.76,221.88
"bien,",221.88,222.02
en,222.18,222.26
tout,222.26,222.4
"cas,",222.4,222.56
le,222.9,223.04
loir,223.04,223.28
a,223.28,223.46
dit…,223.46,223.62
Le,224.18,224.34
chapelier,224.34,224.78
se,224.78,224.98
"tourna,",224.98,225.38
inquiet,225.58,226.0
de,226.0,226.18
voir,226.18,226.42
s'il,226.42,226.74
allait,226.74,226.96
encore,226.96,227.26
être,227.26,227.54
"démenti,",227.54,228.1
mais,228.44,228.82
le,228.82,228.98
loir,228.98,229.24
ne,229.24,229.42
démentit,229.42,229.88
"rien,",229.88,230.1
puisqu'il,230.32,230.7
dormait,230.7,231.04
profondément.,231.04,231.76
«,232.46,233.28
Après,233.28,233.48
"ça,",233.48,233.76
continua,233.9,234.36
le,234.36,234.48
"chapelier,",234.48,234.96
j'ai,235.1,235.28
coupé,235.28,235.5
d'autres,235.5,235.78
tartines,235.78,236.2
brûlées.,236.2,236.58
«,237.38,237.44
Mais,237.44,237.56
qu'a,237.56,237.76
dit,237.76,237.86
le,237.86,238.08
loir?,238.08,240.78
demanda,240.78,241.16
l'un,241.16,241.38
des,241.38,241.5
jurés.,241.5,241.82
«,242.16,242.24
Je,242.24,242.36
ne,242.36,242.48
m'en,242.48,242.6
souviens,242.6,242.86
"pas,",242.86,243.06
dit,243.14,243.26
le,243.26,243.4
chapelier.,243.4,243.82
«,244.64,244.9
Vous,244.9,245.08
devez,245.08,245.34
vous,245.34,245.5
en,245.5,245.64
"souvenir,",245.64,245.96
fit,246.1,246.26
observer,246.26,246.68
le,246.68,246.86
"roi,",246.86,247.08
sinon,247.34,247.62
je,247.62,248.0
vous,248.0,248.14
fais,248.14,248.28
exécuter.,248.28,248.86
L'infortuné,249.6,250.36
chapelier,250.36,250.96
lâcha,250.96,251.5
sa,251.5,251.72
tasse,251.72,252.04
et,252.04,252.2
sa,252.2,252.34
tartine,252.34,252.84
pour,252.84,253.16
mettre,253.16,253.34
un,253.34,253.52
genou,253.52,253.86
à,253.86,254.06
terre.,254.06,254.24
«,254.78,254.96
Je,254.96,255.14
suis,255.14,255.3
un,255.3,255.5
pauvre,255.5,255.8
"homme,",255.8,256.0
majesté.,256.2,256.68
«,257.14,257.28
Vous,257.28,257.42
êtes,257.42,257.58
surtout,257.58,257.86
un,257.86,258.04
pauvre,258.04,258.34
"rateur,",258.34,258.82
dit,258.92,259.08
le,259.08,259.22
roi.,259.22,259.46
