text,start,end
"jury,",49.94,50.9
en,51.56,51.78
greter,51.78,52.18
skryf,52.18,52.58
hulle,52.58,52.82
al,52.82,53.04
drie,53.04,53.2
die,53.2,53.38
datums,53.38,53.8
op,53.8,53.96
hulle,53.96,54.16
leië.,54.16,54.52
Tel,55.34,55.56
die,55.56,55.72
getalle,55.72,56.02
by,56.02,56.2
"mekaar,",56.2,56.74
en,57.36,57.52
herlei,57.52,57.84
die,57.84,58.02
antwoord,58.02,58.56
na,58.56,59.02
schielings,59.02,59.42
en,59.42,59.62
pennings.,59.62,60.06
Hal,61.22,61.5
af,61.5,61.76
jou,61.76,61.96
"hoed,",61.96,62.2
sê,62.32,62.46
die,62.46,62.58
koning,62.58,62.92
aan,62.92,63.06
die,63.06,63.14
hoedemaker.,63.14,63.7
Dis,64.7,64.9
nie,64.9,65.08
myne,65.08,65.4
"nie,",65.4,65.58
sê,65.74,65.94
die,65.94,66.02
hoedemaker.,66.02,66.64
Ge,67.42,67.62
steel,67.62,68.08
roep,68.08,68.48
die,68.48,68.6
koning,68.6,68.96
"uit,",68.96,69.24
en,69.94,70.18
draai,70.18,70.74
na,70.74,72.16
die,72.16,72.34
prie,72.34,72.7
wat,72.7,72.86
het,72.86,73.0
"onmiddelik,",73.0,73.5
onmiddelik,73.56,74.02
aanteken.,74.02,74.58
Ek,75.66,75.9
hou,75.9,76.04
hoede,76.04,76.28
aan,76.28,76.5
om,76.5,76.64
te,76.64,76.78
"verkoop,",76.78,77.4
verduidelik,77.52,78.12
die,78.12,78.22
hoedemaker.,78.22,78.8
Ek,79.58,79.76
heet,79.76,79.94
nie,79.94,80.08
een,80.08,80.26
van,80.26,80.42
my,80.42,80.58
eie,80.58,80.84
"nie,",80.84,81.04
ek,81.64,81.9
is,81.9,82.12
ee,82.12,82.28
hoedemaker.,82.28,82.88
Die,83.9,84.08
koningin,84.08,84.6
sit,84.6,84.76
daar,84.76,84.94
bril,84.94,85.26
"neer,",85.26,85.6
en,85.74,85.82
staar,85.82,86.14
so,86.14,86.4
diep,86.4,86.7
na,86.7,86.8
die,86.8,86.88
"hoedemaker,",86.88,87.4
dat,87.98,88.16
hy,88.16,88.28
bleek,88.28,88.7
word,88.7,88.94
en,88.94,89.14
begin,89.14,89.46
rondvroetel.,89.46,90.24
Lever,91.24,91.66
jou,91.66,91.86
"getuienis,",91.86,92.56
beveel,92.66,92.92
die,92.92,93.06
"koning,",93.06,93.48
en,94.0,94.16
moen,94.16,94.34
nie,94.34,94.46
sêsinewee,94.46,95.0
achtig,95.0,95.28
wees,95.28,95.48
"nie,",95.48,95.5
anders,96.46,96.78
laat,96.78,97.08
ek,97.08,97.2
jou,97.2,97.34
dadelijk,97.34,97.84
teregsteel.,97.84,98.48
Dit,99.96,100.2
boezem,100.2,100.56
die,100.56,100.68
getuienis,100.68,101.34
moed,101.34,101.7
in,101.7,101.86
nie.,101.86,102.02
Hy,102.76,102.94
bly,102.94,103.22
rondskyf,103.22,103.84
van,103.84,103.94
die,103.94,104.08
een,104.08,104.26
voet,104.26,104.54
na,104.54,104.64
die,104.64,104.78
"ander,",104.78,105.04
loer,105.76,106.04
bangerig,106.04,106.56
na,106.56,106.68
die,106.68,106.84
"koningin,",106.84,107.3
en,108.08,108.3
raak,108.3,108.52
nadraans,108.52,109.08
so,109.08,109.28
"verwaard,",109.28,109.48
dat,110.26,110.38
hy,110.38,110.5
een,110.5,110.64
groot,110.64,110.96
hap,110.96,111.22
uit,111.22,111.38
sy,111.38,111.5
koppie,111.5,111.82
baait,111.82,112.12
in,112.12,112.36
plaas,112.36,112.62
van,112.62,112.74
sy,112.74,112.9
brood.,112.9,113.3
Net,114.74,115.12
toe,115.12,115.3
begin,115.3,115.58
Ellis,115.58,115.86
bewus,115.86,116.28
word,116.28,116.5
van,116.5,116.68
een,116.68,116.8
einhardige,116.8,117.44
"gevoel,",117.44,117.88
wat,118.34,118.52
sy,118.52,118.66
eers,118.66,118.86
glad,118.86,119.22
nie,119.22,119.38
kan,119.38,119.54
verklaar,119.54,120.0
"nie,",120.0,120.16
tot,120.92,121.16
sy,121.16,121.32
ontdekt,121.32,121.72
dat,121.72,121.88
sy,121.88,122.02
weer,122.02,122.18
bezig,122.18,122.54
is,122.54,122.66
om,122.66,122.82
te,122.82,122.96
groei.,122.96,123.28
Eers,124.74,125.02
dink,125.02,125.26
"sy,",125.26,125.42
dat,125.52,125.64
sy,125.64,125.78
maar,125.78,125.92
liever,125.92,126.18
moet,126.18,126.34
patgee,126.34,126.76
uit,126.76,126.84
die,126.84,126.96
"hof,",126.96,127.3
maar,127.96,128.28
dan,128.28,128.44
besluit,128.44,128.86
sy,128.86,129.06
om,129.06,129.28
te,129.28,129.42
bly,129.42,129.7
terwyl,129.7,130.14
daar,130.14,130.28
nog,130.28,130.44
genoeg,130.44,130.72
plek,130.72,131.08
is.,131.08,131.32
Ek,132.52,132.74
"weens,",132.74,133.16
jy,133.26,133.42
wil,133.42,133.54
my,133.54,133.68
nie,133.68,133.82
so,133.82,133.96
druk,133.96,134.24
"nie,",134.24,134.42
sê,134.5,134.6
die,134.6,134.74
"mais,",134.74,135.1
wat,135.38,135.64
langs,135.64,135.98
haar,135.98,136.1
sit.,136.1,136.36
Ek,137.06,137.22
kan,137.22,137.4
skaars,137.4,137.86
asem,137.86,138.28
kry.,138.28,138.52
Dis,139.5,139.72
nie,139.72,139.88
my,139.88,140.04
skuld,140.04,140.32
"nie,",140.32,140.48
sê,140.58,140.66
"Ellis,",140.66,141.06
ek,141.36,141.54
is,141.54,141.7
bezig,141.7,142.06
om,142.06,142.18
te,142.18,142.32
groei.,142.32,142.62
Jy,143.78,144.0
het,144.0,144.1
geen,144.1,144.38
reg,144.38,144.66
om,144.66,144.9
hier,144.9,145.08
te,145.08,145.22
groei,145.22,145.5
"nie,",145.5,145.7
sê,145.88,146.04
die,146.04,146.2
mais.,146.2,146.5
Moenie,147.48,147.94
boog,147.94,148.22
praat,148.22,148.62
"nie,",148.62,148.78
sê,148.88,149.04
"Ellis,",149.04,149.4
heftiger,149.6,150.04
as,150.04,150.24
tevore.,150.24,150.68
Jy,151.26,151.78
is,151.78,151.96
toch,151.96,152.14
self,152.14,152.48
bezig,152.48,152.84
om,152.84,152.98
te,152.98,153.1
groei?,153.1,153.38
"Ja,",154.9,155.18
maar,155.34,155.48
ek,155.48,155.72
groei,155.72,156.0
po,156.0,156.14
"ordentlike,",156.14,156.94
starige,157.08,157.54
"manier,",157.54,157.94
sê,158.08,158.2
die,158.2,158.3
mais.,158.3,158.64
Nie,159.62,159.84
so,159.84,160.02
buitensporig,160.02,160.88
soos,160.88,161.1
jy,161.1,161.3
nie.,161.3,161.5
En,162.34,162.5
dik,162.5,162.78
bak,162.78,163.02
staan,163.02,163.34
hy,163.34,163.44
op,163.44,163.64
en,163.64,163.88
gaan,163.88,164.04
in,164.04,164.16
die,164.16,164.24
oorkant,164.24,164.58
van,164.58,164.72
die,164.72,164.82
hof,164.82,165.04
sit.,165.04,165.28
Die,166.32,166.66
koningin,166.66,167.2
sit,167.2,167.54
nog,167.54,167.72
die,167.72,167.86
hele,167.86,168.04
tyd,168.04,168.38
stip,168.38,168.72
na,168.72,168.9
die,168.9,169.06
hoedemaker,169.06,169.6
en,169.6,169.76
star.,169.76,170.1
En,170.94,171.14
net,171.14,171.32
toe,171.32,171.42
die,171.42,171.58
mais,171.58,171.82
oor,171.82,171.98
die,171.98,172.08
hofse,172.08,172.46
vloer,172.46,172.78
"stap,",172.78,173.04
sê,173.68,173.98
sy,173.98,174.14
aan,174.14,174.32
een,174.32,174.52
van,174.52,174.68
die,174.68,174.8
"houwelinge,",174.8,175.26
bring,176.14,176.44
vir,176.44,176.6
my,176.6,176.8
die,176.8,177.08
van,177.08,177.4
al,177.4,177.72
die,177.72,177.86
sangers,177.86,178.28
wat,178.28,178.46
in,178.46,178.58
die,178.58,178.68
laaste,178.68,178.98
koncert,178.98,179.5
opgetree,179.5,180.14
het.,180.14,180.38
Nou,181.52,181.8
begin,181.8,182.08
die,182.08,182.26
arme,182.26,182.56
ou,182.56,182.74
hoedemaker,182.74,183.42
so,183.42,183.8
te,183.8,184.02
"bewe,",184.02,184.3
dat,184.78,185.0
hy,185.0,185.14
al,185.14,185.4
twee,185.4,185.7
sy,185.7,186.02
skoene,186.02,186.34
afskuit.,186.34,186.84
Lever,187.98,188.42
jou,188.42,188.62
"getuienis,",188.62,189.42
erhal,189.6,189.94
die,189.94,190.12
koning,190.12,190.44
"boos,",190.44,190.88
anders,191.62,191.96
laat,191.96,192.22
ek,192.22,192.36
jou,192.36,192.48
"terechtstel,",192.48,193.26
of,193.76,194.14
jy,194.14,194.3
nou,194.3,194.46
serieachtig,194.46,195.26
is,195.26,195.4
of,195.4,195.62
nie.,195.62,195.8
Ek,197.28,197.6
is,197.6,197.76
een,197.76,197.94
arme,197.94,198.34
"man,",198.34,198.56
die,198.66,198.78
mais,198.78,198.98
"tyd,",198.98,199.36
sê,199.44,199.52
die,199.52,199.62
hoedemaker,199.62,200.16
"bewend,",200.16,200.48
en,201.3,201.5
ek,201.5,201.68
het,201.68,201.8
nog,201.8,201.94
skaars,201.94,202.38
begin,202.38,202.68
thee,202.68,203.0
drink.,203.0,203.34
"Skaars,",204.04,204.58
a,204.68,204.76
week,204.76,204.96
gelede,204.96,205.34
bedoek.,205.34,205.82
En,206.7,206.92
brood,206.92,207.28
en,207.28,207.44
"boterrak,",207.44,207.98
die,208.06,208.16
is,208.16,208.3
daar,208.3,208.46
so,208.46,208.74
"din,",208.74,209.06
en,209.78,210.08
dan,210.08,210.22
is,210.22,210.38
daar,210.38,210.54
nog,210.54,210.72
die,210.72,210.9
geskitter,210.9,211.34
van,211.34,211.54
die,211.54,211.7
thee.,211.7,211.9
Die,213.1,213.3
geskitter,213.3,213.78
van,213.78,214.04
wat?,214.04,214.4
vra,214.54,214.68
die,214.68,214.86
koning.,214.86,215.28
Dit,216.14,216.36
het,216.36,216.54
met,216.54,216.68
die,216.68,216.84
thee,216.84,217.06
"begin,",217.06,217.46
antwoord,217.6,218.14
die,218.14,218.22
hoedemaker.,218.22,218.84
Daar,219.8,220.08
is,220.08,220.32
twee,220.32,220.6
thees,220.6,221.06
in,221.06,221.22
die,221.22,221.34
middel,221.34,221.54
van,221.54,221.7
skitter.,221.7,222.14
Nie,222.94,223.18
in,223.18,223.32
die,223.32,223.42
"beginnie,",223.42,223.9
sê,224.0,224.4
die,224.4,224.54
koning,224.54,224.86
"kwai,",224.86,225.16
dinkie,225.74,226.2
ek,226.2,226.34
is,226.34,226.46
"onnoosel,",226.46,227.14
gaan,227.82,228.02
voort.,228.02,228.46
Ek,229.5,229.78
is,229.78,229.94
een,229.94,230.1
arme,230.1,230.5
"man,",230.5,230.86
gaan,231.0,231.14
die,231.14,231.24
hoedemaker,231.24,231.78
voort.,231.78,232.18
En,233.16,233.34
daarna,233.34,233.66
het,233.66,233.84
amper,233.84,234.1
alles,234.1,234.36
begin,234.36,234.62
skitter.,234.62,235.08
Maar,236.02,236.24
die,236.24,236.4
paashaas,236.4,236.92
het,236.92,237.0
"gesê,",237.0,237.38
ek,237.98,238.3
het,238.3,238.54
"nie,",238.54,238.8
val,239.06,239.16
die,239.16,239.32
paashaas,239.32,239.74
onblijvindig,239.74,240.46
in,240.46,240.56
die,240.56,240.66
rede.,240.66,240.86
Jy,241.74,241.98
"het,",241.98,242.28
sê,242.44,242.78
die,242.78,242.9
"hoedemaker,",242.9,243.54
ek,244.44,244.66
onkend,244.66,245.24
"het,",245.24,245.48
sê,245.6,245.82
die,245.82,245.96
paashaas.,245.96,246.62
Hoe,248.24,248.5
ontdoen,248.5,248.98
"dit,",248.98,249.14
sê,249.22,249.3
die,249.3,249.42
"koning,",249.42,249.86
laat,250.32,250.62
die,250.62,250.88
stikke,250.88,251.2
uit.,251.2,251.54
In,252.48,252.68
elk,252.68,252.9
geval,252.9,253.26
die,253.26,253.52
muis,253.52,253.84
het,253.84,253.96
"gesê,",253.96,254.38
gaan,255.08,255.28
die,255.28,255.42
hoedemaker,255.42,256.02
voort,256.02,256.52
en,256.52,257.28
loers,257.28,257.58
krikkerig,257.58,258.08
na,258.08,258.2
hom,258.2,258.36
om,258.4,258.56
te,258.56,258.68
sên,258.68,259.02
of,259.02,259.24
hy,259.24,259.36
het,259.36,259.48
ook,259.48,259.72
gaan,259.72,259.88
ontkend.,259.88,260.32
Maar,261.06,261.38
die,261.38,261.5
muis,261.5,261.76
het,261.76,261.94
vast,261.94,262.2
aan,262.2,262.34
die,262.34,262.44
slaap,262.44,262.78
en,262.78,262.96
ontkend,262.96,263.36
is,263.36,263.52
niks.,263.52,263.88
Daarna,265.42,265.78
het,265.78,265.96
ek,265.96,266.1
weer,266.1,266.3
gaan,266.3,266.52
brood,266.52,266.8
en,266.8,266.92
boter,266.92,267.24
"sny,",267.24,267.54
sê,267.68,267.86
die,267.86,267.96
hoedemaker.,267.96,268.58
Maar,269.5,269.74
wat,269.74,269.94
het,269.94,270.06
die,270.06,270.2
muis,270.2,270.46
"gesê,",270.46,270.9
vra,271.28,271.68
een,271.68,271.9
van,271.9,272.1
die,272.1,272.22
juwrielede.,272.22,272.8
Ek,273.82,274.06
kan,274.06,274.24
nie,274.24,274.34
meer,274.34,274.5
onthou,274.5,274.88
"nie,",274.88,275.06
sê,275.24,275.4
die,275.4,275.5
hoedemaker.,275.5,276.08
Jy,276.76,277.38
moet,277.38,277.82
"onthou,",277.82,278.34
sê,278.48,278.66
die,278.66,278.8
"koning,",278.8,279.24
anders,279.72,280.28
word,280.28,280.56
jy,280.56,280.78
teruggestel.,280.78,281.58
Die,282.5,282.76
arme,282.76,283.14
ou,283.14,283.32
hoedemaker,283.32,284.0
laat,284.0,284.2
sy,284.2,284.38
kopie,284.38,284.78
en,284.78,284.9
sy,284.9,285.04
brooie,285.04,285.36
val,285.36,285.72
en,286.5,286.7
gaan,286.7,286.84
staan,286.84,287.18
op,287.18,287.34
een,287.34,287.5
van,287.5,287.68
sy,287.68,287.86
knieën.,287.86,288.34
Ek,289.38,289.64
is,289.64,289.86
sy,289.86,289.98
arme,289.98,290.34
"man,",290.34,290.5
u,290.58,290.68
"majesteit,",290.68,291.3
sê,291.32,291.52
hy.,291.52,291.72
Jy,292.84,293.12
sy,293.12,293.28
armsalige,293.28,294.04
"prater,",294.04,294.5
"ja,",294.7,294.82
sê,295.16,295.4
die,295.4,295.54
koningin.,295.54,296.1
