text,start,end
उडवला,98.38,98.84
"जानार,",98.84,99.22
यह,99.72,99.94
भीतीने,99.94,100.44
सत्या,100.44,100.9
खूप,100.9,101.22
अच,101.22,101.34
घबरला,101.34,101.86
ओता।,101.86,103.04
तो,103.04,103.38
घाबरया,103.38,103.94
घाबरया,103.94,104.44
दूर,104.44,105.1
वर,105.1,105.26
पाहत,105.26,105.58
ओता।,105.58,106.86
पाहता,106.86,107.32
पाहता,107.32,107.7
तो,107.7,107.82
मदेच,107.82,108.14
"ओरडला,",108.14,108.62
राणी,108.78,109.36
सरकार,109.36,109.72
आलया।,109.72,120.72
त्या,120.72,120.88
सर्शिते,120.88,120.98
पाहाणे,144.52,145.14
अच,145.14,145.3
पाहाणे,145.3,145.32
अच,145.32,145.34
पाहाणे,145.34,145.36
अच,145.36,145.38
पाहाणे,145.38,145.4
अच,145.4,145.64
पाहाणे,145.64,145.88
अच,145.88,145.9
पाहाणे,145.9,145.92
अच,145.92,146.1
पाहाणे,146.1,146.12
अच,146.12,146.14
पाहाणे,146.14,146.16
अच,146.16,146.18
पाहाणे,146.18,146.54
अच,146.54,146.56
पाहाणे,146.56,147.36
अच,147.36,147.38
पाहाणे,147.38,147.4
अच,147.4,147.42
पाहाणे,147.42,147.44
अच,147.44,147.46
पाहाणे,147.46,147.48
अच,147.48,147.5
पाहाणे,147.5,147.7
अच,147.7,147.72
पाहाणे,147.72,147.74
अच,147.74,147.76
पाहाणे,147.76,147.78
अच,147.78,147.8
पाहाणे,147.8,148.0
अच,148.0,148.1
पाहाणे,148.1,149.68
अच,149.68,150.08
पाहा,150.08,150.98
राणी,151.0,151.6
साहेब,151.6,152.0
माझे,152.0,152.64
नावा,152.64,152.98
है,152.98,153.08
वेणू,153.08,153.58
मी,154.04,154.22
तीरा,154.22,154.44
सांगीतला,154.44,154.98
पत्यातली,156.02,156.7
तर,156.7,156.92
ही,156.92,157.04
राणी,157.04,157.44
हीला,157.7,158.08
काई,158.08,158.24
भ्यायचा,158.24,158.68
असा,158.68,158.94
मनातले,159.5,159.98
मनात,159.98,160.32
मला,160.32,160.54
वाटत,160.54,160.82
उता,160.82,161.08
हे,163.02,163.26
कोड?,163.26,163.64
माल्यां,164.42,164.9
कडे,164.9,165.16
बोड,165.16,165.42
दखोन,165.42,165.84
राणी,165.84,166.36
साहेबान,166.36,166.76
नी,166.76,166.88
मला,166.88,167.04
वेचारला,167.04,167.56
मला,168.32,168.7
हो,168.7,168.82
काई,168.82,169.0
माईत?,169.0,169.32
मी,169.82,170.06
धीटपणे,170.06,170.58
मणाले,170.58,170.98
पण,171.76,171.98
माझा,171.98,172.4
हा,172.4,172.52
धीटपणा,172.52,173.12
राणी,173.12,173.4
साहेबानना,173.4,173.96
मुलीचा,173.96,174.34
आवडला,174.34,174.7
नाई,174.7,174.88
त्यांचा,175.46,175.9
अपमान,175.9,176.34
जला,176.34,176.62
संतापाने,177.64,178.38
त्या,178.38,178.58
अगदी,178.58,178.88
लाल,178.88,179.2
बुंद,179.2,179.52
जला,179.52,179.8
त्या,180.48,180.7
मनले,180.7,181.1
उडवा,181.1,181.94
या,181.94,182.08
काल्टीच,182.08,182.5
डोक,182.5,182.82
राजे,184.58,184.98
सरकार,184.98,185.42
अजून,185.42,186.22
साक्षिदार,186.22,186.76
तपासाचे,186.76,187.34
आहेट,187.34,187.68
बोलवा,188.72,189.26
तर,189.26,189.42
त्यांना,189.42,190.1
इतका,190.1,190.62
वले,190.62,190.82
काई,190.82,190.94
करच,190.94,191.22
उता,191.22,191.46
सशाने,192.84,193.44
पुनह,193.44,193.78
जोर,193.78,194.1
जोराने,194.1,194.52
तुतारी,194.52,194.92
वाजवली,194.92,195.34
तशी,196.14,196.52
पगडोबा,196.52,197.32
घाई,197.32,197.56
घाईने,197.56,197.94
दर्बाराथ,197.94,198.42
चीटले,198.42,198.82
त्यांचा,199.64,200.04
एका,200.04,200.36
हाता,200.36,200.64
चाहाचा,200.64,201.2
कप,201.2,201.52
वदुसरे,202.12,202.68
हाताथ,202.68,203.08
लाडू,203.08,203.46
उता,203.46,203.74
ते,204.5,204.72
सपाटून,204.72,205.38
घाबरले,205.38,205.84
उते,205.84,206.12
पण,206.66,206.96
लाडू,206.96,207.36
खाना,207.36,207.7
मतरे,207.7,207.98
बंद,207.98,208.26
नहुत,208.26,208.54
पणला,208.54,208.94
राजे,210.32,210.78
सहेबां,210.78,211.2
ची,211.2,211.32
माफी,211.32,211.7
मागुं,211.7,212.08
त्यांनी,212.08,212.4
महतला,212.4,212.84
सरकार,213.48,214.16
मला,214.16,215.2
जबा,215.2,215.48
बोलवना,215.48,215.98
आला,215.98,216.22
तेवा,216.22,216.94
माजा,216.94,217.24
चाहा,217.24,217.54
सम्पला,217.54,217.96
नहुता,217.96,218.28
मणुन,219.36,219.76
असा,219.76,219.96
खात,219.96,220.3
खात,220.3,220.56
अच,220.56,220.7
मला,220.7,220.92
इते,220.92,221.14
यावा,221.14,221.42
लागला,221.42,221.72
त्यावर,223.74,224.16
राजे,224.16,224.52
सहेबान,224.52,224.9
नी,224.9,225.0
विचारला,225.0,225.54
तु,226.4,226.64
खायला,226.64,227.08
कदी,227.08,227.5
सुर्वात,227.5,227.88
केलीज,227.88,228.26
फाल्गुन,229.82,230.36
पव्णी,230.36,230.72
मेला,230.72,231.04
फाल्गुन,231.68,232.24
रावा,232.24,232.54
कडे,232.54,232.7
पहाथ,232.7,233.0
पहाथ,233.0,233.42
पगडुबान,233.42,234.54
नी,234.54,234.7
उत्तर,234.7,235.06
केला,235.06,235.38
मन्जे,237.18,237.58
मार्च,237.58,238.04
ची,238.04,238.22
पन्द्रा,238.22,238.64
तारीक,238.64,239.04
चे,239.58,239.88
सोला,239.88,240.66
होती,240.66,240.98
ती,240.98,241.16
फाल्गुन,241.16,242.06
राव,242.06,242.24
भढाले,242.24,242.68
चे,243.36,243.6
चे,243.6,243.94
सत्रा,243.94,244.78
तारीक,244.78,245.16
होती,245.16,245.48
पिंगद,245.86,246.32
पिंगद,246.32,246.72
चिचुंद्री,246.72,247.2
भढाली,247.2,247.62
ते,249.08,249.32
अइकुं,249.32,249.78
राजे,249.78,250.78
सहेबान,250.78,251.2
नी,251.2,251.34
पंचांचा,251.34,252.0
पेटी,252.0,252.38
तोन,252.38,252.78
खोबसला,252.78,253.38
वो,253.92,254.14
मंतले,254.14,254.64
पंध्रा,254.64,256.74
सोला,256.74,257.34
नी,257.34,257.56
सत्रा,257.56,258.12
यांची,258.12,258.9
बेरीज,258.9,259.28
करा,259.28,259.54
पंचा,260.26,260.72
बेरीज,260.72,261.04
करू,261.04,261.24
लागले,261.24,261.62
मग,262.54,262.84
राजे,262.84,263.18
सहेब,263.18,263.44
पगडबाला,263.44,264.06
महणाले,264.06,264.46
ते,265.7,265.96
पागोतो,265.96,266.56
उचल,266.56,266.8
डोक्या,266.8,267.14
वरचा,267.14,267.46
मला,269.24,269.56
स्वताच,269.56,270.06
पागोत,270.06,270.52
अच,270.52,270.64
नहीं,270.64,270.86
राजे,270.86,271.12
सरकार,271.12,271.5
मी,273.22,273.52
ही,273.52,273.76
दुसर्यांची,273.76,274.44
पागोती,274.44,274.9
विकायला,274.9,275.44
माशे,275.44,276.06
डोक्यावर,276.06,276.5
ठेवित,276.5,276.8
असतो,276.8,277.12
अता,278.76,279.1
नीट,279.1,279.5
न,279.5,279.76
घाबरता,279.76,280.44
तुझी,280.44,280.68
साक्ष,280.68,281.02
दे,281.02,281.24
नाही,282.16,282.4
तर,282.4,282.58
अतत,282.58,283.1
तुझा,283.1,283.68
डोको,283.68,284.06
उडवायचा,284.06,284.58
हुकुम,284.58,284.84
करतो,284.84,285.24
राजे,286.72,287.16
सहेबान,287.16,287.62
नी,287.62,287.76
पुनहा,287.76,288.14
दिलेना,288.14,288.54
धमकावणीने,288.54,289.4
पगडबाला,289.8,290.42
भेदरले,290.42,291.46
पहता,292.78,293.26
पहता,293.26,293.76
तेननी,293.76,294.4
हातातला,294.4,294.98
लाडू,294.98,295.3
भिरकावन,295.3,295.84
दिला,295.84,296.14
नी,296.58,296.78
दुसर्या,296.78,297.16
हातातील,297.16,297.66
कप,297.66,297.98
ते,297.98,298.16
चाकू,298.16,298.44
लागले,298.44,298.8
माझे,300.38,300.72
शेजारी,300.72,301.22
चिचुंदरी,301.22,301.86
बसली,301.86,302.2
होती,302.2,302.5
ती,302.88,303.14
कुरकुरू,303.14,303.58
लागली,303.58,303.94
एवडी,305.12,306.36
मोठी,306.36,306.74
कशाला,306.74,307.16
वायला,307.16,307.52
लागलीस,307.52,308.0
माला,308.66,308.98
दाटी,308.98,309.36
जाली,309.36,309.64
ना,309.64,309.76
इकड़े,309.76,310.08
ती,312.42,312.68
कुरकुर,312.68,313.12
अइकले,313.12,313.5
अवर,313.5,313.68
माशा,313.68,314.0
ध्यानात,314.0,314.38
आलो,314.38,314.66
की,315.18,315.4
मी,315.4,315.5
अता,315.5,315.74
मोठी,315.74,316.12
वायला,316.12,316.44
लागली,316.44,316.78
असुन,316.78,317.06
माझी,317.06,317.88
मुलची,317.88,318.38
उंची,318.38,318.78
ही,318.78,318.92
माला,318.92,319.14
परत,319.14,319.44
याला,319.44,319.74
लागली,319.74,320.08
है,320.08,320.22
भार,321.52,321.9
आननद,321.9,322.26
वाटला,322.26,322.66
मला,322.66,322.9
अगा,323.96,324.3
थाम,324.3,324.68
न,324.68,324.8
मोठी,324.8,325.16
वायची,325.16,325.6
किती,325.86,326.18
दाटी,326.18,326.56
जाली,326.56,326.96
माला,327.48,327.8
इकड़े,327.8,328.06
श्वासाई,328.06,328.62
गेतायत,328.62,329.1
नाई,329.1,329.36
चिचुंदरी,329.96,330.54
पुनहावर,330.54,330.98
अडली,330.98,331.3
इकड़े,332.3,333.22
राणी,333.22,334.28
साहेबां,334.28,334.7
चा,334.7,334.86
अता,334.86,335.12
पगडवां,335.12,335.72
कड़े,335.72,335.92
रक्ष,335.92,336.16
गेल,336.16,336.36
ओता,336.36,336.68
त्यानना,337.82,338.28
पाहुं,338.28,338.6
राणी,338.6,339.1
साहेबां,339.1,339.54
नी,339.54,339.7
दर्बार,339.7,340.16
चा,340.16,340.34
गवयां,340.34,340.86
ची,340.86,341.02
आधी,341.02,341.34
मागितली,341.34,341.82
पगडवा,342.72,343.24
थरथर,343.24,343.7
कापू,343.7,344.02
लागले,344.02,344.24
त्यानन,345.02,345.36
चा,345.36,345.48
पायातून,345.48,346.08
जोडे,346.08,346.6
नस्टू,346.6,346.98
लागले,346.98,347.36
बाहर,348.26,348.7
जाओं,348.7,348.94
चा,348.94,349.24
समपव,349.24,349.66
याणे,349.66,350.02
ची,350.02,350.16
तरनी,350.16,350.38
परवांगी,350.38,350.88
मागितली,350.88,351.34
ठीक,352.34,352.76
आहे,352.76,353.0
जा,353.0,353.4
राजे,353.4,354.36
साहेब,354.36,354.64
भणाले,354.64,355.04
बाहर,356.3,356.8
जाओं,356.8,357.1
चा,357.1,357.36
समपवाची,357.36,357.98
तरना,357.98,358.3
इतकी,358.3,358.64
गहई,358.64,358.9
जाली,358.9,359.16
कि,359.74,359.96
जाता,359.96,360.28
जाता,360.28,360.54
अपले,360.54,360.82
जोडे,360.82,361.18
उचलुन,361.18,361.54
गहला,361.54,361.92
ही,361.92,361.98
ती,361.98,362.12
विसरले,362.12,362.6
